eq_id,eq_nome,eq_enderec,eq_bairro,eq_tipo,longitude,latitude,eq_distr,eq_regiao,eq_ender,eq_esfera,alunos_ef,alunos_em,alunos_total
208,VILA ALBERTINA,RUA ANTONIO SIMPLICIO  170,,EE,-46.606603,-23.451422,TREMEMBE,Norte,"RUA ANTONIO SIMPLICIO, 170",ESTADUAL - SE,145,0,145
249,EMEF ACLAMADO,RUA SESSENTA E TRES 10,,EMEF,-46.448859,-23.602045,IGUATEMI,Leste,"RUA SESSENTA E TRES, 10",MUNICIPAL,278,0,399
373,ROGER JULES DE CARVALHO MANGE,R ESTUDANTES DA CHINA 570,ITAIM PAULISTA,EE,-46.370143,-23.500652,ITAIM PAULISTA,Leste,"CONJUNTO HABITACIONAL ENCOSTA NORTE ESTUDANTES DA CHINA, 570",ESTADUAL - SE,739,248,1102
374,JOSE PEDRO LEITE CORDEIRO DR EMEF,RUA DESEMBARGADOR FERNANDO DE ALBUQUERQUE PRADO 250,CIDADE KEMEL,EMEF,-46.370161,-23.50934,ITAIM PAULISTA,Leste,"RUA FERNANDO DE ALBUQUERQUE PRADO DESEMBARGADOR, 250",MUNICIPAL,1123,0,1534
379,LAURO CELIDONIO GOMES DOS REIS DR,R JOAO BATISTA DE GODOY 1000,JARDIM DAS OLIVEIRAS,EE,-46.371596,-23.495833,ITAIM PAULISTA,Leste,"RUA JOAO BATISTA DE GODOY, 1000",ESTADUAL - SE,520,0,520
381,VICENTE AMATO SOBRINHO COMENDADOR EMEF,RUA VALDOMIRO GONZAGA SILVA 1233,JARDIM DAS OLIVEIRAS,EMEF,-46.371669,-23.493261,ITAIM PAULISTA,Leste,"RUA VALDOMIRO GONZAGA SILVA, 1233",MUNICIPAL,964,0,1454
382,HELIO TAVARES DR EMEF,RUA PAULO TAPAJOS 654,,EMEF,-46.371766,-23.504551,ITAIM PAULISTA,Leste,"RUA RUA PAULO TAPAJOS, 654",MUNICIPAL,950,0,1237
386,JOSE BUSTAMANTE DEPUTADO,R ANTONIO DE CAMARGO ORTIZ 2,PARQUE SANTA AMELIA,EE,-46.374561,-23.495872,ITAIM PAULISTA,Leste,"RUA ANTONIO DE CAMARGO ORTIZ, 2",ESTADUAL - SE,670,858,1704
388,REPUBLICA DA GUATEMALA,R MANFREDO FEST 160,JARDIM NELIA,EE,-46.375131,-23.514513,ITAIM PAULISTA,Leste,"RUA MANFREDO FEST, 160",ESTADUAL - SE,413,594,1102
392,ANTONIO DE PADUA VIEIRA,R MAXIMIANO CORREA DOS SANTOS 125,JARDIM DAS OLIVEIRAS,EE,-46.375649,-23.493464,ITAIM PAULISTA,Leste,"RUA MAXIMIANO CORREA DOS SANTOS, 125",ESTADUAL - SE,906,0,986
393,JURANDI GOMES DE ARAUJO EMEF,RUA VISCONDE DE GUEDES TEIXEIRA 145,,EMEF,-46.375862,-23.50722,ITAIM PAULISTA,Leste,"RUA RUA VISCONDE DE GUEDES TEIXEIRA, 145",MUNICIPAL,932,0,1325
396,PAULINA MADRE,R PADRE VIRGILIO CAMPELO 130,ITAIM PAULISTA,EE,-46.376236,-23.506,ITAIM PAULISTA,Leste,"RUA VIRGILIO CAMPELO PADRE, 130",ESTADUAL - SE,503,864,1506
399,RUBEM BRAGA CRONISTA,R PADRE VIRGILIO CAMPELO 100,ITAIM PAULISTA,EE,-46.376473,-23.505424,ITAIM PAULISTA,Leste,"RUA VIRGILIO CAMPELO PADRE, 100",ESTADUAL - SE,444,0,613
400,ANTONIO JOSE DE SUCRE,R VALDOMIRO GONZAGA SILVA 809,JARDIM DAS OLIVEIRAS,EE,-46.376758,-23.486879,ITAIM PAULISTA,Leste,"RUA VALDOMIRO GONZAGA SILVA, 809",ESTADUAL - SE,256,0,413
401,JOSEFA NICACIO ARAUJO PROFESSORA EMEF,R MANUEL RODRIGUES SANTIAGO 40,JARDIM LAURA,EMEF,-46.377947,-23.510128,ITAIM PAULISTA,Leste,"RUA MANUEL RODRIGUES SANTIAGO, 40",MUNICIPAL,1029,0,1678
406,FAZENDA ITAIM IV,R VALSA DOS CASAIS 101,ITAIM PAULISTA,EE,-46.378536,-23.507134,ITAIM PAULISTA,Leste,"RUA VALSA DOS CASAIS, 101",ESTADUAL - SE,435,0,494
407,EDER BERNARDES DOS SANTOS SOLDADO PM,R ARY CORDOVIL 251,ITAIM PAULISTA,EE,-46.378633,-23.501217,ITAIM PAULISTA,Leste,"CONJUNTO HABITACIONAL ENCOSTA NORTE ARY CORDOVIL, 251",ESTADUAL - SE,283,678,1449
411,CELIA RIBEIRO LANDIM PROFA,R LOURENCO FRANCO DO PRADO 10,JARDIM NELIA,EE,-46.379133,-23.510539,ITAIM PAULISTA,Leste,"RUA LOURENCO FRANCO DO PRADO, 10",ESTADUAL - SE,0,255,255
412,FRANCISCO PARENTE,RUA TOSHIO YOSHIDA 11,VILA ODETE,EE,-46.379725,-23.483957,ITAIM PAULISTA,Leste,"RUA RUA TOSHIO YOSHIDA, 11",ESTADUAL - SE,714,350,1064
415,RENATO DIAS DE ARAUJO PROF,R CARMEM DE ALMEIDA 36,ITAIM PAULISTA,EE,-46.380046,-23.502174,ITAIM PAULISTA,Leste,"RUA CARMEM DE ALMEIDA, 36",ESTADUAL - SE,363,0,469
416,JARDIM DOM ANGELICO,R ALFONSE JOAILLER SN,CONJUNTO HABITACIONAL SITIO CONCEICAO,EE,-46.380107,-23.586794,CIDADE TIRADENTES,Leste,"RUA ALFONSE JOAILLER, ",ESTADUAL - SE,492,0,492
424,SUD MENNUCCI EMEF,RUA JOAO BISCIONE 200,JARDIM CAMARGO NOVO,EMEF,-46.381762,-23.503398,ITAIM PAULISTA,Leste,"RUA JOAO BISCIONE, 200",MUNICIPAL,1234,0,2017
427,JOAO BATISTA VILANOVA ARTIGAS PROF,R FERNANDO DE GODOI 21,JARDIM ELZA,EE,-46.382502,-23.504896,ITAIM PAULISTA,Leste,"RUA FERNANDO DE GODOI, 21",ESTADUAL - SE,316,0,316
429,JOAO PRADO MARGARIDO PROF,R CARMINE MONETTI 81,JARDIM DAS OLIVEIRAS,EE,-46.382846,-23.490779,ITAIM PAULISTA,Leste,"RUA CARMINE MONETTI, 81",ESTADUAL - SE,514,774,1398
434,BERNARDO O'HIGGINS DOM,R JOSE DE AMENABAR 371,JARDIM NELIA,EE,-46.383658,-23.514266,ITAIM PAULISTA,Leste,"RUA JOSE DE AMENABAR, 371",ESTADUAL - SE,684,0,970
435,JOSE BONIFACIO ANDRADA E SILVA JARDIM PROF,R ANDRE FURTADO DE MENDONCA 473,JARDIM ROMANO,EE,-46.384001,-23.478842,JARDIM HELENA,Leste,"RUA ANDRE FURTADO DE MENDONCA, 473",ESTADUAL - SE,410,568,1043
438,PEDRO BRASIL BANDECCHI PROF,R JOSE ALVES COELHO 140,JARDIM NELIA,EE,-46.384399,-23.51202,ITAIM PAULISTA,Leste,"RUA JOSE ALVES COELHO, 140",ESTADUAL - SE,716,404,1400
444,JARDIM ROMANO,AV TOMAS LOPES DE CAMARGO 510,JARDIM ROMANO,EE,-46.384789,-23.47833,JARDIM HELENA,Leste,"AVENIDA TOMAS LOPES DE CAMARGO, 510",ESTADUAL - SE,656,0,656
453,NEYDY DE CAMPOS MELGES PROF,R MARGARIDA CARLOS DE ALBUQUERQUE 288,JARDIM LAURA,EE,-46.385573,-23.519067,ITAIM PAULISTA,Leste,"RUA MARGARIDA CARLOS DE ALBUQUERQUE, 288",ESTADUAL - SE,1290,0,1637
454,WANDA OVIDIO GONCALVES PROFA EMEF,RUA ARISTIDES DE BASILE 18,JARDIM DAS OLIVEIRAS,EMEF,-46.386013,-23.489116,ITAIM PAULISTA,Leste,"RUA ARISTIDES DE BASILE, 18",MUNICIPAL,737,0,1147
455,SERGIO PAULO MUNIZ PIMENTA CAPITAO,R GASPAR DE GODOI MOREIRA 19,JARDIM VIRGINIA,EE,-46.386137,-23.493546,ITAIM PAULISTA,Leste,"RUA GASPAR DE GODOI MOREIRA, 19",ESTADUAL - SE,295,524,819
457,DULCE LEITE DA SILVA PROFA,R PAULO MARTINS GARRO 25,JARDIM SAO LUIS (ZONA LESTE),EE,-46.386546,-23.495876,ITAIM PAULISTA,Leste,"RUA PAULO MARTINS GARRO, 25",ESTADUAL - SE,378,0,378
464,JOAO DORIA DEPUTADO,RUA JOSE ALVES IRMAO 30,,EE,-46.387239,-23.518578,ITAIM PAULISTA,Leste,"RUA RUA JOSE ALVES IRMAO, 30",ESTADUAL - SE,572,693,1656
466,UMBERTO LUIZ D URSO DR,R MAGNOLIA AZUL 80,JARDIM CAMARGO NOVO,EE,-46.387295,-23.510435,ITAIM PAULISTA,Leste,"RUA MAGNOLIA AZUL, 80",ESTADUAL - SE,342,769,1415
469,VEREDAS,RUA MAGNOLIA AZUL 92,ITAIM PAULISTA,EE,-46.387747,-23.510907,ITAIM PAULISTA,Leste,"RUA RUA MAGNOLIA AZUL, 92",ESTADUAL - SE,685,0,969
482,IZABEL APARECIDA CRISTOVAO DA LUZ PROFA EMEF,R ANTONIO DE SOUZA AMORIM SN,JARDIM SAO LUIS (ZONA LESTE),EMEF,-46.389626,-23.497085,ITAIM PAULISTA,Leste,"RUA ANTONIO DE SOUZA AMORIM, ",MUNICIPAL,908,0,908
483,PEDRO GERALDO COSTA DEPUTADO,R FRANCISCO CAPARA 75,JARDIM FANGANIELLO,EE,-46.389756,-23.546088,LAJEADO,Leste,"RUA FRANCISCO CAPARA, 75",ESTADUAL - SE,620,379,1227
485,DARIO MONTEIRO DE BRITO PROF,R SALVADOR BALBINO DE MATOS 104,VILA ITAIM,EE,-46.389878,-23.491533,ITAIM PAULISTA,Leste,"RUA SALVADOR BALBINO DE MATOS, 104",ESTADUAL - SE,774,0,1628
489,LIVIO XAVIER,R ANTONIO JOAO DE MEDEIROS 2040,ITAIM PAULISTA,EE,-46.390299,-23.516172,ITAIM PAULISTA,Leste,"RUA ANTONIO JOAO DE MEDEIROS, 2040",ESTADUAL - SE,436,816,1642
491,DIAS GOMES EMEF,RUA ALDESIO PRATI 42,VILA IOLANDA(LAJEADO),EMEF,-46.390643,-23.543523,LAJEADO,Leste,"RUA ALESSIO PRATI, 42",MUNICIPAL,890,0,1433
492,OSWALDO GAGLIARDI,RUA INACIO MONTEIRO 3206,COHAB CONCEICAO,EE,-46.390692,-23.577657,CIDADE TIRADENTES,Leste,"RUA RUA INACIO MONTEIRO, 3206",ESTADUAL - SE,1017,589,1606
494,WILSON RACHID,AV ITAIM SN,VILA ITAIM,EE,-46.390888,-23.491171,ITAIM PAULISTA,Leste,"PREDIO ITAIM, ",ESTADUAL - SE,663,915,1821
495,MAILSON DELANE EMEF,RUA SALVADOR VIGANO 100,,EMEF,-46.39101,-23.586724,CIDADE TIRADENTES,Leste,"RUA RUA SALVADOR VIGANO, 100",MUNICIPAL,1037,0,1728
496,CONJUNTO HABITACIONAL BARRO BRANCO II C - EMEF,R ALFONSO ASTURARO SN,CONJUNTO HABITACIONAL BARRO BRANCO II,EMEF,-46.391037,-23.584341,CIDADE TIRADENTES,Leste,"RUA ALFONSO ASTURARO, ",MUNICIPAL,1024,0,1024
505,EZEQUIEL RAMOS JUNIOR EMEF,RUA JOSE BORGES DO CANTO 18,JARDIM CAMARGO NOVO,EMEF,-46.392238,-23.507077,ITAIM PAULISTA,Leste,"RUA JOSE BORGES DO CANTO, 18",MUNICIPAL,1236,0,1717
506,MATTATHIAS GOMES DOS SANTOS REV,R MANUEL DUARTE FERRO SN,VILA ITAIM,EE,-46.392278,-23.485123,JARDIM HELENA,Leste,"RUA MANUEL DUARTE FERRO, ",ESTADUAL - SE,489,781,1422
510,BARRO BRANCO II,RUA EDUARDO REUTER 415B,BARRO BRANCO,EE,-46.392545,-23.582945,CIDADE TIRADENTES,Leste,"RUA RUA EDUARDO REUTER, 415B",ESTADUAL - SE,1091,666,1916
514,AURELIANO LEITE EMEF,RUA JOSE FCO BRANDAO 370,,EMEF,-46.392912,-23.592463,CIDADE TIRADENTES,Leste,"RUA RUA JOSE FCO BRANDAO, 370",MUNICIPAL,367,0,439
521,JOEL FERNANDES DE SOUZA EMEF,RUA CONJUNTO SITIO CONCEICAO SN,CONJUNTO HABITACIONAL SITIO CONCEICAO,EMEF,-46.393421,-23.577354,CIDADE TIRADENTES,Leste,"RUA CONJUNTO SITIO CONCEICAO, ",MUNICIPAL,488,0,645
523,ELIAS SHAMMASS EMEF,R DO PAI NOSSO 7,CONJUNTO HABITACIONAL SITIO CONCEICAO,EMEF,-46.393447,-23.578722,CIDADE TIRADENTES,Leste,"RUA PAI NOSSO, 7",MUNICIPAL,1017,0,1390
524,NILDO DO AMARAL JUNIOR PADRE EMEF,RUA ANTONIO JOAO DE MEDEIROS 1901,ITAIM PAULISTA,EMEF,-46.393582,-23.514805,ITAIM PAULISTA,Leste,"RUA ANTONIO JOAO DE MEDEIROS, 1901",MUNICIPAL,466,0,602
527,FLAVIO AUGUSTO ROSA PROF EMEF,RUA GRUTA DAS PRINCESAS 165-A,ITAIM,EMEF,-46.393612,-23.482761,JARDIM HELENA,Leste,"RUA RUA GRUTA DAS PRINCESAS, 165-A",MUNICIPAL,694,0,1262
530,BRENO DI GRADO PROF,R MANUEL ALVARES PIMENTEL 801,JARDIM MIRIAM,EE,-46.393701,-23.521162,LAJEADO,Leste,"RUA MANUEL ALVARES PIMENTEL, 801",ESTADUAL - SE,1280,0,1359
533,SITIO CONCEICAO,R WILSON FERNANDO S.CARVALHO 35,CONJUNTO HABITACIONAL SITIO CONCEICAO,EE,-46.393732,-23.579063,CIDADE TIRADENTES,Leste,"RUA WILSON FERNANDO S.CARVALHO, 35",ESTADUAL - SE,324,1002,1507
536,GUERRA JUNQUEIRO,R FLORIANO ARRESTI 52,CONJUNTO HABITACIONAL JUSCELINO KUBITSCHEK,EE,-46.393946,-23.564824,GUAIANASES,Leste,"RUA FLORIANO ARRESTI, 52",ESTADUAL - SE,309,434,743
538,JARDIM WILMA FLOR,R WILMA FLOR SN,GUAIANAZES,EE,-46.394049,-23.572363,CIDADE TIRADENTES,Leste,"RUA WILMA FLOR, ",ESTADUAL - SE,410,442,962
540,LUCIANE DO ESPIRITO SANTO PROFA,R FRANCISCO FERNANDES FRAZAO 22,LAJEADO,EE,-46.394074,-23.536911,LAJEADO,Leste,"RUA FRANCISCO FERNANDES FRAZAO, 22",ESTADUAL - SE,0,709,709
543,CAPISTRANO DE ABREU EMEF,RUA MANUEL MARTINS DE MELO 608,VILA ITAIM,EMEF,-46.394244,-23.489891,JARDIM HELENA,Leste,"RUA MANUEL MARTINS DE MELO, 608",MUNICIPAL,871,0,1320
544,CAMILO CASTELO BRANCO,R EDMUNDO ORIOLI 85,CIDADE TIRADENTES,EE,-46.3943,-23.600878,CIDADE TIRADENTES,Leste,"RUA EDMUNDO ORIOLI, 85",ESTADUAL - SE,305,0,305
548,CARLOS PASQUALE PROF EMEF,RUA BARAO DE ALAGOAS 223,ITAIM PAULISTA,EMEF,-46.3945,-23.498155,ITAIM PAULISTA,Leste,"AVENIDA RUA BARAO DE ALAGOAS, 223",MUNICIPAL,1240,0,2208
549,ALBERTO SCHWEITZER,PC MATACOES 35,JARDIM CAMARGO NOVO,EE,-46.394523,-23.50445,ITAIM PAULISTA,Leste,"PRACA MATACOES, 35",ESTADUAL - SE,661,206,1197
554,MARIUMA BUAZAR MAUAD,RUA PADRE ALDEMAR MOREIRA 461,,EE,-46.394818,-23.598695,CIDADE TIRADENTES,Leste,"RUA RUA PADRE ALDEMAR MOREIRA, 461",ESTADUAL - SE,532,461,1190
562,JOSE AUGUSTO CESAR SALGADO DR EMEF,RUA DOS TEXTEIS 2907,CHACARA SANTA ETELVINA,EMEF,-46.395267,-23.59175,CIDADE TIRADENTES,Leste,"RUA RUA DOS TEXTEIS, 2907",MUNICIPAL,1010,0,1354
563,MARIA ANTONIETA FERRAZ BIBLIOTECARIA,R RAFAEL DELLA MONICA 300,CIDADE TIRADENTES,EE,-46.395324,-23.597623,CIDADE TIRADENTES,Leste,"RUA RAFAEL DELLA MONICA, 300",ESTADUAL - SE,271,701,1116
574,ALCEU GUERNER GONZALEZ PROF,R CORNELIO DE ARZAO 1786,JARDIM MIRIAM,EE,-46.396082,-23.51723,ITAIM PAULISTA,Leste,"RUA CORNELIO DE ARZAO, 1786",ESTADUAL - SE,871,0,1416
576,QUIRINO CARNEIRO RENNO EMEF,RUA CAMARGO E LEME 78,VILA SAO GERALDO,EMEF,-46.39609,-23.554075,GUAIANASES,Leste,"RUA CAMARGO E LEME, 78",MUNICIPAL,713,0,839
584,JUSCELINO KUBITSCHEK DE OLIVEIRA PRES EMEF,RUA JORGE MARACCINI PONFILIO 60,CONJUNTO HABITACIONAL JUSCELINO KUBITSCHEK,EMEF,-46.3965923962,-23.5639569875,GUAIANASES,Leste,"RUA JORGE MARACCINI PONFILIO, 60",MUNICIPAL,1138,0,1350
585,MARIA APARECIDA MAGNANELLI FERNANDES PROFA EMEF,TV SILVIO CALDAS SN,JARDIM WILMA FLOR,EMEF,-46.396669,-23.570668,CIDADE TIRADENTES,Leste,"TRAVESSA SILVIO CALDAS, ",MUNICIPAL,701,0,1212
588,VLADIMIR HERZOG EMEF,R FRANCISCO JOSE VIANA 894,CIDADE TIRADENTES,EMEF,-46.3972454481,-23.6090716194,CIDADE TIRADENTES,Leste,"RUA FRANCISCO JOSE VIANA, 894",MUNICIPAL,921,0,1193
590,VILA YOLANDA IV,RUA FRANCISCO FERNANDES FRAZAO 37,VILA IOLANDA,EE,-46.397267,-23.534405,LAJEADO,Leste,"AVENIDA RUA FRANCISCO FERNANDES FRAZAO, 37",ESTADUAL - SE,972,0,1025
591,BALBINA NETTO VELLOSO PROFA,R FRANCISCO FERNANDES FRAZAO 37,LAJEADO,EE,-46.397267,-23.534405,LAJEADO,Leste,"RUA FRANCISCO FERNANDES FRAZAO, 37",ESTADUAL - SE,1017,0,1026
593,OLINDA MENEZES VIDAL PROFA EMEF,RUA VARZEA NOVA 40,,EMEF,-46.39746,-23.59361,CIDADE TIRADENTES,Leste,"RUA RUA VARZEA NOVA, 40",MUNICIPAL,922,0,1102
599,BERNARDIM RIBEIRO,AV UTARO KANAI 501,CONJUNTO HABITACIONAL JUSCELINO KUBITSCHEK,EE,-46.397935,-23.56423,GUAIANASES,Leste,"AVENIDA UTARO KANAI, 501",ESTADUAL - SE,531,0,531
606,COHAB INACIO MONTEIRO III,R IGARAPE DA BELA AURORA 435,CONJUNTO HABITACIONAL INACIO MONTEIRO,EE,-46.398379,-23.573995,CIDADE TIRADENTES,Leste,"RUA IGARAPE DA BELA AURORA, 435",ESTADUAL - SE,87,358,773
608,ROQUE THEOPHILO,R CAVALEIRO DE JORGE 280,CONJUNTO HABITACIONAL CASTRO ALVES,EE,-46.398509,-23.580029,CIDADE TIRADENTES,Leste,"RUA CAVALEIRO DE JORGE, 280",ESTADUAL - SE,516,0,516
609,CHARLES DE GAULLE,RUA ANTONIO JOAO MEDEIROS 810,JARDIM INA,EE,-46.398589,-23.508965,ITAIM PAULISTA,Leste,"RUA RUA ANTONIO JOAO MEDEIROS, 810",ESTADUAL - SE,547,1355,2110
610,REPUBLICA DO SURINAME,R ANTONIO JOAO DE MEDEIROS 810,ITAIM PAULISTA,EE,-46.39859,-23.508965,ITAIM PAULISTA,Leste,"A ANTONIO JOAO DE MEDEIROS, 810",ESTADUAL - SE,438,652,1256
616,ERNESTINA DEL BUONO TRAMA PROFESSORA,R FELICIANO DE MENDONCA 418,JARDIM SAO PAULO(ZONA LESTE),EE,-46.398796,-23.552325,GUAIANASES,Leste,"RUA FELICIANO DE MENDONCA, 418",ESTADUAL - SE,299,824,1213
622,CLOVIS RENE CALABREZ PROF,R FREGUESIA DA CACHOEIRA 77,JARDIM LAJEADO,EE,-46.399217,-23.532006,LAJEADO,Leste,"V P OUTUBRO FREGUESIA DA CACHOEIRA, 77",ESTADUAL - SE,1116,449,1810
625,FERNANDO PESSOA,RUA PADRE ALDEMAR MOREIRA 200,,EE,-46.399435,-23.599296,CIDADE TIRADENTES,Leste,"RUA RUA PADRE ALDEMAR MOREIRA, 200",ESTADUAL - SE,360,1176,1660
626,LUIS CARLOS PRESTES SENADOR EMEF,RUA IGARAPE GUARA 90,,EMEF,-46.399454,-23.570187,CIDADE TIRADENTES,Leste,"RUA RUA IGARAPE GUARA, 90",MUNICIPAL,654,0,1533
631,ARMANDO GOMES DE ARAUJO PROF,R ALFREDO MOREIRA PINTO SN,VILA SIMONE,EE,-46.399854,-23.500563,ITAIM PAULISTA,Leste,"RUA ALFREDO MOREIRA PINTO, ",ESTADUAL - SE,371,653,1240
641,ARACI ZEBRAL TEIXEIRA,R SERRA DAS ARARAS 180,VILA IOLANDA(LAJEADO),EE,-46.400333,-23.537887,LAJEADO,Leste,"RUA SERRA DAS ARARAS, 180",ESTADUAL - SE,467,772,1239
645,GIORGIO GAGLIANI CAPUTO PADRE,RUA QUIMANGA 40,,EE,-46.400493,-23.537401,LAJEADO,Leste,"RUA RUA QUIMANGA, 40",ESTADUAL - SE,410,0,410
647,ANNA LAMBERGA ZEGLIO VEREADORA EMEF,RUA OLIMPIA MONTANI 231,CIDADE TIRADENTES,EMEF,-46.400589,-23.59064,CIDADE TIRADENTES,Leste,"RUA OLIMPIA MONTANI, 231",MUNICIPAL,1039,0,1641
653,FABIO AGAZZI,R ALVARO DA COSTA 60,JARDIM SAO PAULO(ZONA LESTE),EE,-46.401019,-23.557856,GUAIANASES,Leste,"RUA ALVARO DA COSTA, 60",ESTADUAL - SE,811,0,811
655,ARMANDO CRIDEY RIGHETTI EMEF,RUA CORDAO DE SAO FRANCISCO 797,VILA AIMORE,EMEF,-46.401131,-23.493062,JARDIM HELENA,Leste,"RUA CORDAO DE SAO FRANCISCO, 797",MUNICIPAL,846,0,1586
659,SATURNINO PEREIRA PROFESSOR,R BERNARDINO ANTUNES 200,JARDIM SOARES,EE,-46.401226,-23.550708,GUAIANASES,Leste,"RUA BERNARDINO ANTUNES, 200",ESTADUAL - SE,551,0,551
664,FULVIO ABRAMO,R JOSE ROMEIRO SN,CIDADE TIRADENTES,EE,-46.401605,-23.5928,CIDADE TIRADENTES,Leste,"RUA JOSE ROMEIRO, ",ESTADUAL - SE,481,0,562
672,JOAQUIM EUGENIO LIMA NETO,R CHAPADA DIAMANTINA 521,LAJEADO,EE,-46.402003,-23.54337,LAJEADO,Leste,"RUA CHAPADA DIAMANTINA, 521",ESTADUAL - SE,915,452,1651
673,JORGE LUIS BORGES,R MILAGRE DOS PEIXES 700,CONJUNTO HABITACIONAL CASTRO ALVES,EE,-46.402035,-23.57856,CIDADE TIRADENTES,Leste,"RUA MILAGRE DOS PEIXES, 700",ESTADUAL - SE,500,905,1818
676,JARDIM BARTIRA EMEF,EST DOM JOAO NERY SN,VILA LOURDES,EMEF,-46.402118,-23.512352,VILA CURUCA,Leste,"ESTRADA JOAO NERY DOM, ",MUNICIPAL,444,0,724
678,FERNANDO MAURO PIRES DA ROCHA DEPUTADO,R JOSE PINTO 10,CIDADE TIRADENTES,EE,-46.402176,-23.605444,CIDADE TIRADENTES,Leste,"RUA JOSE PINTO, 10",ESTADUAL - SE,466,464,1152
685,JOANA ANGELICA JESUS MADRE EMEF,RUA TORRE DE SANTIAGO 425,JARDIM SOARES,EMEF,-46.402684,-23.547971,GUAIANASES,Leste,"RUA TORRE DE SANTIAGO, 425",MUNICIPAL,1045,0,1623
688,CHICO FALCONE PADRE EMEF,RUA BRILHO DO SOL 96,JARDIM BARTIRA,EMEF,-46.402787,-23.513003,VILA CURUCA,Leste,"RUA BRILHO DO SOL, 96",MUNICIPAL,908,0,1203
690,CESAR DONATO CALABREZ,R INACIO MONTEIRO 1391,JARDIM SAO PAULO(ZONA LESTE),EE,-46.402941,-23.56682,CIDADE TIRADENTES,Leste,"RUA INACIO MONTEIRO, 1391",ESTADUAL - SE,598,584,1374
694,LUIZ ROSANOVA PROFESSOR,AV MIGUEL ACHIOLE DA FONSECA 1447,JARDIM SAO PAULO(ZONA LESTE),EE,-46.403209,-23.559113,GUAIANASES,Leste,"AVENIDA MIGUEL ACHIOLE DA FONSECA, 1447",ESTADUAL - SE,373,513,886
697,LAURINDA RODRIGUES PEREIRA LEITE PROFA,R BENEDITO AQUILINO DE FREITAS 55,VILA SILVA TELES,EE,-46.403545,-23.499787,ITAIM PAULISTA,Leste,"RUA BENEDITO AQUILINO DE FREITAS, 55",ESTADUAL - SE,705,0,850
698,ALEXANDRE VANNUCHI LEME EMEF,RUA IGARAPE DA DIANA 60,,EMEF,-46.403604,-23.571427,CIDADE TIRADENTES,Leste,"RUA RUA IGARAPE DA DIANA, 60",MUNICIPAL,859,0,1034
703,MAURICIO GOULART EMEF,RUA RENE DE TOLEDO 700,CIDADE TIRADENTES,EMEF,-46.403834,-23.602041,CIDADE TIRADENTES,Leste,"RUA RENE DE TOLEDO, 700",MUNICIPAL,963,0,1276
713,WILSON ROBERTO SIMONINI PROF,R JOAO CORREIA DE MAGALHAES 200,PARQUE DOM JOAO NERI,EE,-46.404423,-23.519483,VILA CURUCA,Leste,"RUA JOAO CORREIA DE MAGALHAES, 200",ESTADUAL - SE,120,1278,1531
717,MARISA MORETTI CAMARA PROFESSORA EMEF,R AMPARO DA SERRA SN,PARQUE DOM JOAO NERI,EMEF,-46.404705,-23.523709,VILA CURUCA,Leste,"RUA AMPARO DA SERRA, ",MUNICIPAL,794,0,1225
718,EUZEBIO ROCHA FILHO EMEF,RUA AMPARO DA SERRA SN,PARQUE DOM JOAO NERI,EMEF,-46.404705,-23.523709,VILA CURUCA,Leste,"RUA AMPARO DA SERRA, ",MUNICIPAL,703,0,956
719,ROSARITA TORKOMIAN PROFA,R ALTOLANDIA 140,PARQUE DOM JOAO NERI,EE,-46.404771,-23.520648,VILA CURUCA,Leste,"RUA ALTOLANDIA, 140",ESTADUAL - SE,765,0,1152
720,LUIS AMBRA DESEMBARGADOR,R ALTOLANDIA 110,PARQUE DOM JOAO NERI,EE,-46.404785,-23.520718,VILA CURUCA,Leste,"RUA ALTOLANDIA, 110",ESTADUAL - SE,555,0,827
725,ANTONIO PEREIRA IGNACIO EMEF,RUA SARA KUBITSHECK 186,CONJUNTO HABITACIONAL CASTRO ALVES,EMEF,-46.404925,-23.58208,CIDADE TIRADENTES,Leste,"RUA SARA KUBITSCHECK, 186",MUNICIPAL,503,0,503
728,CANDIDO PROCOPIO FERREIRA DE CAMARGO PROFESSOR,R SARA KUBITSCHECK 215,CONJUNTO HABITACIONAL CASTRO ALVES,EE,-46.405025,-23.581949,CIDADE TIRADENTES,Leste,"RUA SARA KUBITSCHECK, 215",ESTADUAL - SE,524,0,524
729,AQUILINO RIBEIRO,R ONOFRE LEITE MEIRELLES 1,JARDIM SAO PAULO(ZONA LESTE),EE,-46.405271,-23.561727,GUAIANASES,Leste,"RUA ONOFRE LEITE MEIRELLES, 1",ESTADUAL - SE,710,477,1481
736,MARILIA SANTOS CARVALHO DE POLILLO PROFESSORA,R ISABELA 363,JARDIM LAJEADO,EE,-46.405616,-23.53027,LAJEADO,Leste,"RUA ISABELA, 363",ESTADUAL - SE,891,0,1133
749,OSWALDO ARANHA BANDEIRA DE MELLO EMEFM,AV DOS METALURGICOS 1155,CIDADE TIRADENTES,EMEFM,-46.406195,-23.592293,CIDADE TIRADENTES,Leste,"AVENIDA METALURGICOS, 1155",MUNICIPAL,1051,569,2404
750,ANTONIA E ARTUR BEGBIE EMEF,RUA ILHA DE MARUI 100,,EMEF,-46.406268,-23.509151,VILA CURUCA,Leste,"RUA RUA ILHA DE MARUI, 100",MUNICIPAL,1258,0,1606
