eq_id,eq_nome,eq_enderec,eq_bairro,eq_tipo,longitude,latitude,eq_distr,eq_regiao,eq_ender,eq_esfera,alunos_ef,alunos_em,alunos_total
1447,RAUL PILLA EMEF,RUA PADRE ORLANDO NOGUEIRA 139,LIMOEIRO,EMEF,-46.46463,-23.511028,VILA JACUI,Leste,"RUA ORLANDO NOGUEIRA PADRE, 139",MUNICIPAL,808,0,808
1448,MARIA JOVITA,R VILANOVA DE SANTA CRUZ SN,JARDIM MATARAZZO,EE,-46.464872,-23.489703,VILA JACUI,Leste,"RUA VILANOVA DE SANTA CRUZ, ",ESTADUAL - SE,658,0,658
1449,PEDRO ALEIXO DR EMEF,RUA PAU D'ARCO ROXO 340,,EMEF,-46.464911,-23.501008,VILA JACUI,Leste,"RUA RUA PAU D'ARCO ROXO, 340",MUNICIPAL,733,0,1104
1450,JOSE MARIA WHITAKER EMEF,AV SATELITE 688,CIDADE SATELITE SANTA BARBARA,EMEF,-46.465023,-23.610469,SAO MATEUS,Leste,"AVENIDA SATELITE, 688",MUNICIPAL,979,0,1350
1453,DANYLO JOSE FERNANDES EMEF,AV DOUTOR FRANCISCO MUNHOZ FILHO 431,CIDADE LIDER,EMEF,-46.465207,-23.554439,CIDADE LIDER,Leste,"AVENIDA FRANCISCO MUNHOZ FILHO DOUTOR, 431",MUNICIPAL,818,0,1506
1455,ARCANGELO SFORCIM,R SERRA DA MOEDA 61,PARQUE CRUZEIRO DO SUL,EE,-46.465577,-23.494919,VILA JACUI,Leste,"RUA SERRA DA MOEDA, 61",ESTADUAL - SE,391,545,985
1467,VILA JACUI EMEF,R HENRIQUE XAVIER DE BRITO 221,JARDIM PEDRO JOSE NUNES,EMEF,-46.466336,-23.498958,VILA JACUI,Leste,"RUA HENRIQUE XAVIER DE BRITO, 221",MUNICIPAL,742,0,1052
1474,NEUZA AVELINO DA SILVA MELO EMEF,R CAUCASICA SN,JARDIM MATARAZZO,EMEF,-46.466814,-23.487096,VILA JACUI,Leste,"RUA CAUCASICA, ",MUNICIPAL,786,0,1063
1475,ORLANDO SILVA,R PIRES RODOVALHO 45,PARQUE SAO RAFAEL,EE,-46.466865,-23.633531,SAO RAFAEL,Leste,"RUA PIRES RODOVALHO, 45",ESTADUAL - SE,495,0,495
1477,MILTON CRUZEIRO PROFESSOR,AV DAS ALAMANDAS 36,CIDADE ANTONIO ESTEVAO DE CARVALHO,EE,-46.466978,-23.535028,ITAQUERA,Leste,"AVENIDA ALAMANDAS, 36",ESTADUAL - SE,770,1177,2099
1483,ISAAC SCHRAIBER PROFESSOR,R ALVARO DO PRADO 165,PARQUE SAO RAFAEL,EE,-46.468033,-23.626234,SAO RAFAEL,Leste,"RUA ALVARO DO PRADO, 165",ESTADUAL - SE,303,827,1406
1485,JOAO SARMENTO PIMENTEL,R ALCION 431,CIDADE SATELITE SANTA BARBARA,EE,-46.468227,-23.610715,SAO MATEUS,Leste,"RUA ALCION, 431",ESTADUAL - SE,0,679,679
1487,ELYSEU SIMOES MACHADO PROFESSOR,R ACAUA 225,CIDADE ANTONIO ESTEVAO DE CARVALHO,EE,-46.468516,-23.528866,ITAQUERA,Leste,"RUA ACAUA, 225",ESTADUAL - SE,408,0,408
1490,PAULO ROBERTO FAGGIONI PROFESSOR,R TABACARANA 10,LIMOEIRO,EE,-46.468715,-23.51709,VILA JACUI,Leste,"RUA TABACARANA, 10",ESTADUAL - SE,565,1118,1683
1491,URBANO DE OLIVEIRA PINTO REV,R TANTAS PALAVRAS 10,CONJUNTO HABITACIONAL AGUIA DE HAIA,EE,-46.468906,-23.522152,ITAQUERA,Leste,"RUA TANTAS PALAVRAS, 10",ESTADUAL - SE,564,648,1212
1492,LINO DE MATTOS SENADOR EMEF,RUA SAPUPIRA 1005,,EMEF,-46.469016,-23.503405,VILA JACUI,Leste,"RUA RUA SAPUPIRA, 1005",MUNICIPAL,666,0,1178
1493,ADHEMAR ANTONIO PRADO PROFESSOR,R FERNANDES TOURINHO 133,JARDIM VERA CRUZ(ZONA LESTE),EE,-46.469068,-23.616284,SAO RAFAEL,Leste,"RUA FERNANDES TOURINHO, 133",ESTADUAL - SE,478,740,1669
1496,SEBASTIAO FRANCISCO O NEGRO EMEF,RUA ONOFRE JORGE VELHO 260,CIDADE LIDER,EMEF,-46.469261,-23.560184,PARQUE DO CARMO,Leste,"RUA ONOFRE JORGE VELHO, 260",MUNICIPAL,454,0,1007
1498,CIDADE DE HIROSHIMA,R VENANCIO LISBOA 382,JARDIM NOSSA SENHORA DO CARMO,EE,-46.46942,-23.567292,PARQUE DO CARMO,Leste,"RUA VENANCIO LISBOA, 382",ESTADUAL - SE,750,1358,2563
1501,PARQUE ECOLOGICO,RUA JAPICHAUA 300,,EE,-46.469768,-23.481304,ERMELINO MATARAZZO,Leste,"RUA RUA JAPICHAUA, 300",ESTADUAL - SE,462,171,633
1507,ERMELINO MATARAZZO,R ABEL TAVARES SN,JARDIM BELEM,EE,-46.469964,-23.493037,ERMELINO MATARAZZO,Leste,"RUA ABEL TAVARES, ",ESTADUAL - SE,237,427,1239
1511,JOSE BORGES DOS SANTOS JUNIOR REV,R DANIEL ARCIONI 80,LIMOEIRO,EE,-46.470152,-23.517922,VILA JACUI,Leste,"RUA DANIEL ARCIONI, 80",ESTADUAL - SE,520,0,520
1513,MANOEL DE MELO MISSIONARIO,R ARCADIA PAULISTANA 205,JARDIM NOSSA SENHORA DO CARMO,EE,-46.470228,-23.564857,PARQUE DO CARMO,Leste,"RUA ARCADIA PAULISTANA, 205",ESTADUAL - SE,598,0,622
1514,VALENTIM CARRA PROFESSOR,R FRANCISCO LUSTOSA 271,JARDIM VERA CRUZ(ZONA LESTE),EE,-46.470265,-23.616367,SAO RAFAEL,Leste,"RUA FRANCISCO LUSTOSA, 271",ESTADUAL - SE,625,0,625
1517,LUZIA DE QUEIROZ E OLIVEIRA PROFA,AV ITAQUERA 5912,CIDADE LIDER,EE,-46.470692,-23.552482,CIDADE LIDER,Leste,"AVENIDA ITAQUERA, 5912",ESTADUAL - SE,314,451,765
1522,CIDADE DE OSAKA EMEF,AV BARONESA DE MURITIBA 55,PARQUE SAO RAFAEL,EMEF,-46.47113,-23.623256,SAO RAFAEL,Leste,"AVENIDA MURITIBA BARONESA, 55",MUNICIPAL,828,0,1493
1530,RODRIGO MELLO F ANDRADE EMEF,AV JOSE VELHO BARRETO 371,PARQUE COLONIAL,EMEF,-46.471544,-23.604985,SAO MATEUS,Leste,"AVENIDA JOSE VELHO BARRETO, 371",MUNICIPAL,901,0,1175
1532,COHAB AGUIA DE HAIA I,R BORJA CASTRO 231,CIDADE ANTONIO ESTEVAO DE CARVALHO,EE,-46.471732,-23.524456,ITAQUERA,Leste,"RUA BORJA CASTRO, 231",ESTADUAL - SE,649,0,667
1540,AURELIO ARROBAS MARTINS PROF EMEF,AV AFONSO DE SAMPAIO E SOUSA 2051,ITAQUERA,EMEF,-46.472295,-23.571288,PARQUE DO CARMO,Leste,"AVENIDA AFONSO DE SAMPAIO E SOUSA, 2051",MUNICIPAL,677,0,1028
1542,8 DE MAIO EMEF,RUA CAMBAXIRRA 176,,EMEF,-46.472324,-23.533501,ITAQUERA,Leste,"RUA RUA CAMBAXIRRA, 176",MUNICIPAL,904,0,1675
1545,JULIO DE CARVALHO BARATA,RUA ELY REY 1A,,EE,-46.472547,-23.510811,VILA JACUI,Leste,"RUA RUA ELY REY, 1A",ESTADUAL - SE,317,468,939
1554,PEDRO DE ALCANTARA MARCONDES MACHADO PROFESSOR,AV MANOEL DOS SANTOS BRAGA 391,VILA ROBERTINA,EE,-46.473083,-23.502657,ERMELINO MATARAZZO,Leste,"AVENIDA MANOEL DOS SANTOS BRAGA, 391",ESTADUAL - SE,209,472,1029
1569,ASCANIO DE AZEVEDO CASTILHO PROF,AV LIDER 2168,CIDADE LIDER,EE,-46.473841,-23.55712,CIDADE LIDER,Leste,"AVENIDA LIDER, 2168",ESTADUAL - SE,544,0,544
1575,LUCIO DE CARVALHO MARQUES PROFESSOR,R JACIRA FERRARI DE OLIVEIRA 39,JARDIM MATARAZZO,EE,-46.474178,-23.486614,ERMELINO MATARAZZO,Leste,"RUA JACIRA FERRARI DE OLIVEIRA, 39",ESTADUAL - SE,507,0,507
1577,ANDRE NUNES JUNIOR,R SALVADOR DE PAIVA 145,PARQUE SAO RAFAEL,EE,-46.474434,-23.628912,SAO RAFAEL,Leste,"RUA SALVADOR DE PAIVA, 145",ESTADUAL - SE,710,0,720
1580,UMBERTO CONTE CHECCHIA PROFESSOR,RUA GENERAL COSTA CAMPOS 280,,EE,-46.474851,-23.496699,ERMELINO MATARAZZO,Leste,"RUA RUA GENERAL COSTA CAMPOS, 280",ESTADUAL - SE,509,0,509
1582,GABRIEL PELICIOTTI PROFESSOR,R TITO CAPINAM 25,JARDIM SAO CARLOS (ZONA LESTE),EE,-46.475182,-23.511731,VILA JACUI,Leste,"RUA TITO CAPINAM, 25",ESTADUAL - SE,602,0,613
1585,FILOMENA MATARAZZO CONDESSA,AV PARANAGUA 472,ERMELINO MATARAZZO,EE,-46.475533,-23.500986,ERMELINO MATARAZZO,Leste,"AVENIDA PARANAGUA, 472",ESTADUAL - SE,0,1399,1399
1597,FRANCISCO GLYCERIO DE FREITAS DR,R COSMO JOSE DA SILVA 322,CIDADE LIDER,EE,-46.476271,-23.55331,CIDADE LIDER,Leste,"RUA COSMO JOSE DA SILVA, 322",ESTADUAL - SE,360,0,360
1601,JENNY GOMES DONA EMEF,RUA JOHN NEPER 109,JARDIM COIMBRA,EMEF,-46.476647,-23.532522,ARTUR ALVIM,Leste,"RUA RUA JOHN NEPER, 109",MUNICIPAL,777,0,1210
1606,WANNY SALGADO ROCHA PROFESSORA EMEF,RUA SYLVIO RIBEIRO SANTOS 104,,EMEF,-46.477034,-23.517505,PONTE RASA,Leste,"RUA RUA SYLVIO RIBEIRO SANTOS, 104",MUNICIPAL,647,0,1107
1610,JOAO CAMARGO PROF,R ANGELO DE CANDIA 2868,CIDADE SAO MATEUS,EE,-46.47784,-23.604795,SAO MATEUS,Leste,"RUA ANGELO DE CANDIA, 2868",ESTADUAL - SE,1247,460,1802
1611,CHIBATA MIYAKOSHI,R EDUARDO DE MARTINO 72,CIDADE SAO MATEUS,EE,-46.477902,-23.59501,SAO MATEUS,Leste,"RUA EDUARDO DE MARTINO, 72",ESTADUAL - SE,203,460,1083
1613,THEREZINHA ARANHA MANTELLI,RUA PROFESSOR ANTONIO DE CASTRO LOPES 930,,EE,-46.4779937469,-23.4995005355,ERMELINO MATARAZZO,Leste,"RUA RUA PROFESSOR ANTONIO DE CASTRO LOPES, 930",ESTADUAL - SE,695,0,824
1623,JOSE CARLOS DE FIGUEIREDO FERRAZ PROF EMEF,RUA ALEXANDER BAIN 89,,EMEF,-46.478803,-23.527778,ARTUR ALVIM,Leste,"RUA RUA ALEXANDER BAIN, 89",MUNICIPAL,822,0,1301
1627,MOACYR AMARAL DOS SANTOS,R CARLOS BELLEVILLE 22,JARDIM BURITI,EE,-46.479061,-23.623833,SAO RAFAEL,Leste,"RUA CARLOS BELLEVILLE, 22",ESTADUAL - SE,368,285,679
1628,ADELINO JOSE DA SILVA D AZEVEDO PROF,R ALBERTO DE MACEDO 127,JARDIM SANTA ADELIA,EE,-46.479215,-23.619786,SAO MATEUS,Leste,"RUA ALBERTO DE MACEDO, 127",ESTADUAL - SE,220,428,768
1631,EXERCITO BRASILEIRO,R REBELO DA SILVA 127,JARDIM SAO NICOLAU,EE,-46.479387,-23.525861,ARTUR ALVIM,Leste,"RUA REBELO DA SILVA, 127",ESTADUAL - SE,65,631,873
1632,MARINHA DO BRASIL,R DA PONTE RASA 41,JARDIM PONTE RASA,EE,-46.479496,-23.513429,PONTE RASA,Leste,"RUA PONTE RASA, 41",ESTADUAL - SE,531,0,531
1633,ORESTES ROSOLIA PROF,R PADRE JERONIMO MACHADO 200,CONJUNTO HABITACIONAL PADRE MANOEL DA NOBREGA,EE,-46.479548,-23.542802,ARTUR ALVIM,Leste,"RUA JERONIMO MACHADO PADRE, 200",ESTADUAL - SE,571,879,1753
1644,ANTONIO SYLVIO DA CUNHA BUENO,R ANDREA FELICIANI 501,CONJUNTO HABITACIONAL PADRE MANOEL DE PAIVA,EE,-46.480365,-23.54786,ARTUR ALVIM,Leste,"RUA ANDREA FELICIANI, 501",ESTADUAL - SE,543,0,543
1648,JOAO RAMACCIOTTI PROF,R DOUTOR JOAO DORIVAL CARDOSO 189,PARQUE DAS PAINEIRAS,EE,-46.480726,-23.536781,ARTUR ALVIM,Leste,"RUA JOAO DORIVAL CARDOSO DOUTOR, 189",ESTADUAL - SE,145,487,1087
1651,ALEX MARTINS COSTA PROF MAESTRO EMEF,R MORRO DO DESCANSO 160,JARDIM SAO NICOLAU,EMEF,-46.480835,-23.52377,PONTE RASA,Leste,"RUA MORRO DO DESCANSO, 160",MUNICIPAL,766,0,996
1652,JOSE QUERINO RIBEIRO EMEF,RUA CORONEL ALBERT DE ROCHAS D'AIGLUM 50,JARDIM DAS CARMELITAS,EMEF,-46.480898,-23.568471,CIDADE LIDER,Leste,"RUA ALBERT DE ROCHAS D'AIGLUM CORONEL, 50",MUNICIPAL,805,0,1393
1655,OCTAVIO MARCONDES FERRAZ ENGENHEIRO,AV WALDEMAR TIETZ 1477,CONJUNTO HABITACIONAL PADRE JOSE DE ANCHIETA,EE,-46.481104,-23.550956,ARTUR ALVIM,Leste,"AVENIDA WALDEMAR TIETZ, 1477",ESTADUAL - SE,813,0,842
1658,EUNICE LAUREANO DA SILVA PROFESSORA,PC FLORINDO ANTONIO BARATELLA 12,PARQUE BOTURUSSU,EE,-46.481288,-23.499197,ERMELINO MATARAZZO,Leste,"PRACA FLORINDO ANTONIO BARATELLA, 12",ESTADUAL - SE,821,0,821
1663,LOURENCO ZANELATTI,R DOUTOR PAULO QUEIROZ 1475,JARDIM NOVE DE JULHO,EE,-46.481616,-23.5905,SAO MATEUS,Leste,"RUA PAULO QUEIROZ DOUTOR, 1475",ESTADUAL - SE,577,313,890
1664,BENEDITA DE REZENDE PROFESSORA,AV DOUTOR ASSIS RIBEIRO 8402,ERMELINO MATARAZZO,EE,-46.481709,-23.485209,ERMELINO MATARAZZO,Leste,"AVENIDA ASSIS RIBEIRO DOUTOR, 8402",ESTADUAL - SE,810,679,1489
1667,WALTER BELIAN,R SAO SERGIO 33,JARDIM SANTA ADELIA,EE,-46.482059,-23.612612,SAO MATEUS,Leste,"RUA SERGIO SAO, 33",ESTADUAL - SE,522,0,522
1668,OSWALDO ARANHA BANDEIRA DE MELLO PROF,AV PADRE SENA FREITAS 196,PARQUE ARTUR ALVIM,EE,-46.482106,-23.543293,ARTUR ALVIM,Leste,"AVENIDA SENA FREITAS PADRE, 196",ESTADUAL - SE,908,0,908
1669,SERAFIN MARTINEZ GUTIERREZ EMEF,AV WALDEMAR TIETZ 1521,CONJUNTO HABITACIONAL PADRE JOSE DE ANCHIETA,EMEF,-46.482128,-23.551054,ARTUR ALVIM,Leste,"AVENIDA WALDEMAR TIETZ, 1521",MUNICIPAL,660,0,850
1672,ALFREDO MACHADO PEDROSA PROF,R ANTONIO PREVIATO 1385,CIDADE SAO MATEUS,EE,-46.482286,-23.600128,SAO MATEUS,Leste,"RUA ANTONIO PREVIATO, 1385",ESTADUAL - SE,885,0,885
1679,ANTONIO DE OLIVEIRA CAMARGO PROFESSOR,RUA CARLO GRAZIA ENGENHEIRO 500,,EE,-46.483016,-23.523138,PONTE RASA,Leste,"RUA RUA CARLO GRAZIA ENGENHEIRO, 500",ESTADUAL - SE,197,0,197
1680,A HEBRAICA,AV ALZIRO ZARUR 550,PARQUE SAVOY CITY,EE,-46.483017,-23.565316,CIDADE LIDER,Leste,"AVENIDA ALZIRO ZARUR, 550",ESTADUAL - SE,410,0,410
1684,OCTAVIO MANGABEIRA EMEF,RUA PAULO BIFANO ALVES 658,PARQUE BOTURUSSU,EMEF,-46.4842677472,-23.502719536,ERMELINO MATARAZZO,Leste,"RUA PAULO BIFANO ALVES, 658",MUNICIPAL,756,0,1338
1685,JOAQUIM TORRES SANTIAGO PROFESSOR,R ANTONIO BONICI 60,JARDIM MATARAZZO,EE,-46.484355,-23.490239,ERMELINO MATARAZZO,Leste,"RUA ANTONIO BONICI, 60",ESTADUAL - SE,944,0,944
1689,JOZINEIDE PEREIRA GAUDINO,R JOAQUIM MEIRA DE SIQUEIRA 200,JARDIM NOSSA SENHORA DO CARMO,EE,-46.484609,-23.574873,PARQUE DO CARMO,Leste,"RUA JOAQUIM MEIRA DE SIQUEIRA, 200",ESTADUAL - SE,456,174,764
1694,JOAQUIN SUAREZ,R DOMINGOS ALALEONE 47,FAZENDA DA JUTA,EE,-46.484813,-23.616974,SAPOPEMBA,Leste,"RUA DOMINGOS ALALEONE, 47",ESTADUAL - SE,123,138,460
1696,IMPERATRIZ DONA AMELIA EMEF,AV TENENTE LAURO SODRE 235,JARDIM SANTA ADELIA,EMEF,-46.484835,-23.612485,SAO MATEUS,Leste,"AVENIDA LAURO SODRE TENENTE, 235",MUNICIPAL,651,0,1122
1699,FAZENDA DA JUTA EMEF,RUA LUCAS LOSSIUS 95,FAZENDA DA JUTA,EMEF,-46.484908,-23.621826,SAPOPEMBA,Leste,"RUA RUA LUCAS LOSSIUS, 95",MUNICIPAL,711,0,720
1710,ANTONIO VIEIRA PADRE EMEF,RUA ANTONINO BACAERI 171,JARDIM ARTUR ALVIM,EMEF,-46.485728,-23.526409,ARTUR ALVIM,Leste,"RUA ANTONINO BACAERI, 171",MUNICIPAL,674,0,1276
1713,OCTACILIO DE CARVALHO LOPES PROF,AV WALDEMAR TIETZ 850,CONJUNTO HABITACIONAL PADRE JOSE DE ANCHIETA,EE,-46.486032,-23.549294,ARTUR ALVIM,Leste,"AVENIDA WALDEMAR TIETZ, 850",ESTADUAL - SE,283,629,912
1715,RIVADAVIA MARQUES JR.PROF EMEF,RUA DOUTOR PAULO QUEIROZ 955,JARDIM NOVE DE JULHO,EMEF,-46.486168,-23.589088,SAO MATEUS,Leste,"RUA PAULO QUEIROZ DOUTOR, 955",MUNICIPAL,824,0,965
1725,PAULO LAURO DR,R VITALINO DOS SANTOS 85,PARQUE SAVOY CITY,EE,-46.486929,-23.562349,CIDADE LIDER,Leste,"RUA VITALINO DOS SANTOS, 85",ESTADUAL - SE,415,713,1277
1727,REPUBLICA DA NICARAGUA,RUA AUGUSTIN LUBERTI 01,FAZENDA DA JUTA,EE,-46.487109,-23.612427,SAPOPEMBA,Leste,"RUA RUA AUGUSTIN LUBERTI, 1",ESTADUAL - SE,390,1289,1679
1728,AMADOR ARRUDA MENDES PROF,AV SYLVIO TORRES 290,CONJUNTO HABITACIONAL PADRE JOSE DE ANCHIETA,EE,-46.487183396,-23.5523439866,ARTUR ALVIM,Leste,"AVENIDA SYLVIO TORRES, 290",ESTADUAL - SE,404,0,404
1731,FAZENDA DA JUTA VI,R LISA NOBLET 62,FAZENDA DA JUTA,EE,-46.487324,-23.620953,SAPOPEMBA,Leste,"RUA LISA NOBLET, 62",ESTADUAL - SE,385,0,385
1734,ALFREDO ASHCAR PROF,R JOSE FRANCISCO DOS SANTOS 641,JARDIM TIETE,EE,-46.487539,-23.598616,SAO MATEUS,Leste,"RUA JOSE FRANCISCO DOS SANTOS, 641",ESTADUAL - SE,929,0,929
1739,THEREZA DOROTHEA DE ARRUDA REGO PROFESSORA,R CONCEICAO DO CASTELO 64,BURGO PAULISTA,EE,-46.487972,-23.52146,PONTE RASA,Leste,"RUA CONCEICAO DO CASTELO, 64",ESTADUAL - SE,451,620,1111
1742,LEONOR RENDESI PROFESSORA,R BOAVENTURA RODRIGUES DA SILVA 1000,PARQUE BOTURUSSU,EE,-46.488248,-23.497972,ERMELINO MATARAZZO,Leste,"RUA BOAVENTURA RODRIGUES DA SILVA, 1000",ESTADUAL - SE,654,526,1312
1751,JANDYRA VIEIRA CUNHA BARRA PROFA,R JOAO LOPES DE LIMA 1000,JARDIM SAPOPEMBA,EE,-46.48874,-23.611709,SAPOPEMBA,Leste,"RUA JOAO LOPES DE LIMA, 1000",ESTADUAL - SE,655,0,673
1752,NELLO LORENZON,RUA SAO GONCALO DO SAPUCAI 61,PONTE RASA,EE,-46.488742,-23.511317,PONTE RASA,Leste,"RUA RUA SAO GONCALO DO SAPUCAI, 61",ESTADUAL - SE,403,706,1109
1755,GIUSEPPE TAVOLARO PROF EMEF,RUA ALEXANDRE GROPPALI 147,FAZENDA DA JUTA,EMEF,-46.488926,-23.612924,SAPOPEMBA,Leste,"RUA RUA ALEXANDRE GROPPALI, 147",MUNICIPAL,809,0,1067
1756,LUIS GONZAGA CARVALHO MELO PROFESSOR,R ANTONIO DE TOLEDO LARA FILHO 116,VILA SAO FRANCISCO (ZONA LESTE),EE,-46.488973,-23.515619,PONTE RASA,Leste,"RUA ANTONIO DE TOLEDO LARA FILHO, 116",ESTADUAL - SE,510,0,510
1764,SAPOPEMBA,RUA SENADOR NILO COELHO 690,,EE,-46.489818,-23.604402,SAO MATEUS,Leste,"RUA RUA SENADOR NILO COELHO, 690",ESTADUAL - SE,1031,1304,2335
1767,MARIA AUGUSTA DE AVILA PROFA,R FERNANDES PEREIRA 690,VILA SANTA TERESA (ZONA LESTE),EE,-46.490262,-23.539922,ARTUR ALVIM,Leste,"RUA FERNANDES PEREIRA, 690",ESTADUAL - SE,406,913,1563
1778,CARLOS CHAGAS EMEF,AV OSVALDO VALLE CORDEIRO 337,JARDIM BRASILIA (ZONA LESTE),EMEF,-46.491243,-23.556274,CIDADE LIDER,Leste,"AVENIDA OSVALDO VALLE CORDEIRO, 337",MUNICIPAL,968,0,1414
1779,AUGUSTO BAILLOT PROF,R SUSANA DACRE 8,JARDIM SAO JOSE (ARTUR ALVIM),EE,-46.491305,-23.547856,ARTUR ALVIM,Leste,"RUA SUSANA DACRE, 8",ESTADUAL - SE,142,0,142
1782,INAH JACY DE CASTRO AGUIAR,R PROFESSOR ADHEMAR ANTONIO PRADO 190,JARDIM TIETE,EE,-46.4914,-23.594688,SAO MATEUS,Leste,"RUA ADHEMAR ANTONIO PRADO PROFESSOR, 190",ESTADUAL - SE,399,1029,1428
1786,JOSE LINS DO REGO EMEF,RUA AUGUSTO FERREIRA RAMOS 54,JARDIM NOVE DE JULHO,EMEF,-46.491789,-23.587523,SAO MATEUS,Leste,"RUA AUGUSTO FERREIRA RAMOS, 54",MUNICIPAL,702,0,1201
1789,JOAO FRANZOLIN NETO PROF EMEF,RUA PEDRA LAVRADA 575,PARQUE CISPER,EMEF,-46.492034,-23.498071,ERMELINO MATARAZZO,Leste,"RUA PEDRA LAVRADA, 575",MUNICIPAL,566,0,671
1791,ADALGISA MOREIRA PIRES PROFESSORA,R MARCIANO CAPELLA 257,VILA RE,EE,-46.49228,-23.530165,PENHA,Leste,"RUA MARCIANO CAPELLA, 257",ESTADUAL - SE,527,0,527
1793,PARQUE SAVOY CITY II,RUA JAPARANA 98,,EE,-46.492335,-23.572911,CIDADE LIDER,Leste,"RUA RUA JAPARANA, 98",ESTADUAL - SE,667,0,667
1794,FRANCISCO MESQUITA JORNALISTA,R WENCESLAU GUIMARAES 5,PARQUE CISPER,EE,-46.4924657562,-23.4887655592,ERMELINO MATARAZZO,Leste,"RUA WENCESLAU GUIMARAES, 5",ESTADUAL - SE,701,612,1647
1799,EDUARDO PRADO EMEF,RUA BENTO TEIXEIRA 100,,EMEF,-46.492757,-23.56389,CIDADE LIDER,Leste,"RUA RUA BENTO TEIXEIRA, 100",MUNICIPAL,777,0,1198
1800,ARTHUR ALVIM EMEF,RUA DESEMBARGADOR ROCHA PORTELA 464,ARTUR ALVIM,EMEF,-46.49295,-23.538007,ARTUR ALVIM,Leste,"RUA ROCHA PORTELA DESEMBARGADOR, 464",MUNICIPAL,694,0,915
1804,OLIVAL COSTA EMEF,RUA JOAO RODRIGUES RUIZ 248,,EMEF,-46.493329,-23.61008,SAPOPEMBA,Leste,"AVENIDA RUA JOAO RODRIGUES RUIZ, 248",MUNICIPAL,720,0,1326
1807,AMADEU AMARAL EMEF,PRACA DOUTOR TOLOSA DE OLIVEIRA 37,JARDIM TRES MARIAS,EMEF,-46.493424,-23.519383,PONTE RASA,Leste,"PRACA TOLOSA DE OLIVEIRA DOUTOR, 37",MUNICIPAL,681,0,731
1810,FRANCISCO ALVES MENDES FO CHICO MENDES EMEF,RUA QUINTINO DA CUNHA 22,JARDIM MARILIA,EMEF,-46.493619,-23.558983,CIDADE LIDER,Leste,"RUA QUINTINO DA CUNHA, 22",MUNICIPAL,782,0,1592
1815,JUAREZ TAVORA MARECHAL EMEF,RUA JAPARAIQUARA 679,VILA RIO BRANCO,EMEF,-46.493957,-23.508471,PONTE RASA,Leste,"RUA JAPARAIQUARA, 679",MUNICIPAL,741,0,1166
1816,MIGUEL DE CERVANTES Y SAAVEDRA DOM,R CANDIDO MOTA 267,JARDIM PENHA,EE,-46.494089,-23.504698,CANGAIBA,Leste,"RUA CANDIDO MOTA, 267",ESTADUAL - SE,610,1174,1784
1818,VALDIR FERNANDES PINTO PROF,R SOLDADO ANTENOR DA COSTA 145,CONJUNTO HABITACIONAL MARECHAL MASCARENHAS DE MORA,EE,-46.494385,-23.618444,SAPOPEMBA,Leste,"RUA ANTENOR DA COSTA SOLDADO, 145",ESTADUAL - SE,228,348,642
1828,JANUARIO MANTELLI NETO DEPUTADO EMEF,RUA CAICARA DO RIO DO VENTO 367,PARQUE CISPER,EMEF,-46.495278,-23.492097,ERMELINO MATARAZZO,Leste,"RUA CAICARA DO RIO DO VENTO, 367",MUNICIPAL,758,0,1218
1832,IVO BANDONI PROF,R BOM JESUS DO MONTE 741,JARDIM MARILIA,EE,-46.495608,-23.566085,CIDADE LIDER,Leste,"RUA BOM JESUS DO MONTE, 741",ESTADUAL - SE,606,0,606
1840,RODRIGUES DE CARVALHO EMEF,RUA EDGARD LOURENCO PINTO 40,COHAB MARECHAL MASCARENHAS DE MORAES,EMEF,-46.496124,-23.61622,SAPOPEMBA,Leste,"RUA RUA EDGARD LOURENCO PINTO, 40",MUNICIPAL,821,0,1245
1845,ARTHUR CHAGAS JUNIOR PROF,R FRANCESCO USPER 951,CONJUNTO HABITACIONAL TEOTONIO VILELA,EE,-46.4964,-23.603714,SAPOPEMBA,Leste,"RUA FRANCESCO USPER, 951",ESTADUAL - SE,539,562,1272
1850,ANNETTE MARLENE FERNANDES DE MELLO IRMA,R ARLINDO BETTIO 45B,VILA GUARACIABA,EE,-46.496667,-23.483436,CANGAIBA,Leste,"RUA ARLINDO BETTIO, 45B",ESTADUAL - SE,976,409,1385
1855,ANTENOR SANTOS DE OLIVEIRA PROF,R HELENA DOS SANTOS SN,JARDIM FERNANDES,EE,-46.496962,-23.555377,CIDADE LIDER,Leste,"RUA HELENA DOS SANTOS, ",ESTADUAL - SE,374,0,374
1860,GERALDO CAMPOS MOREIRA PROFESSOR DOUTOR,R MUTUIPE 10,PARQUE CISPER,EE,-46.497806,-23.497405,CANGAIBA,Leste,"RUA MUTUIPE, 10",ESTADUAL - SE,288,714,1267
1862,SERGIO DA SILVA NOBREZA PROF,R FRANCESCO MELZI 305,JARDIM MARILIA,EE,-46.497896,-23.562254,CIDADE LIDER,Leste,"RUA FRANCESCO MELZI, 305",ESTADUAL - SE,518,992,1510
1864,ASTOLFO ARAUJO DEPUTADO,AV ITAQUERA 2417,JARDIM MARINGA,EE,-46.49795,-23.550823,CIDADE LIDER,Leste,"AVENIDA ITAQUERA, 2417",ESTADUAL - SE,248,579,1066
