ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME,REGISTRO,ENDERECO,NUMERO,BAIRRO,REFERENCIA
496,-46.790711,-23.672201,355030819000136,3550308005297,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,PARQUE FERNANDA,6171-9,AV DR SALVADOR ROCCO,,PARQUE FERNANDA,
122,-46.505071,-23.491836,355030818000113,3550308005138,18,CANGAIBA,21,PENHA,Leste,Leste 1,CONJUNTO HABIT VILA SILVIA,6172-7,RUA SERRA VERDE,,VILA SILVIA,CONJUNTO HAB-VILA SILVIA
123,-46.453243,-23.575284,355030857000041,3550308005205,58,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,JARDIM HELIAN,6173-5,RUA MANOEL BACELAR,,JARDIM HELIAN,RUA CONFISSAO
46,-46.628714,-23.578503,355030890000080,3550308005020,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,ACLIMACAO,6350-9,RUA ENG LUIZ GOMES C SANGIRARDI,,ACLIMACAO,
748,-46.710313,-23.634475,355030871000041,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,SANTO AMARO,6360-6,AV PROF ALCEU MAYNARD ARAUJO,,VARZEA DE BAIXO,
174,-46.585222,-23.505173,355030889000067,3550308005034,91,VILA MARIA,7,V MARIA / VILA GUILHERME,Norte,Norte 2,VILA MARIA,6370-3,PC GOMES FIGUEIREDO,,VILA MARIA,RUA VIANOPOLIS
836,-46.715746,-23.447284,355030842000143,3550308005188,41,JARAGUA,2,PIRITUBA / JARAGUA,Norte,Norte 1,PARADA DE TAIPAS,6380-0,RUA JOSE PIZZA,,PARADA DE TAIPAS,
723,-46.545624,-23.521507,355030859000135,3550308005071,60,PENHA,21,PENHA,Leste,Leste 1,PRACA DO CERQUILHO,6390-8,PC DANILO JOSE FERNANDES,,PENHA,PENHA
227,-46.757858,-23.507726,355030840000027,3550308005109,40,JAGUARA,8,LAPA,Oeste,Oeste,JARDIM MARISA,6400-9,RUA JOSE PEREIRA FALCAO,372.000000,JARDIM MARISA,
144,-46.646049,-23.644517,355030838000084,3550308005308,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,APACE,7001-7,RUA APACE,1.000000,JABAQUARA,TV ENG GEORGE CORBISIER
543,-46.635203,-23.568304,355030849000026,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,ACLIMACAO,7002-5,RUA LOUREIRO DA CRUZ C/ URANO,82.000000,ACLIMACAO,TV RUA PIRES DA MOTA
345,-46.613892,-23.532406,355030856000012,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,PARI,7003-3,RUA MENDES GONCALVES,29.000000,PARI,TV RUA SILVA TELLES
307,-46.648783,-23.533723,355030869000019,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,VITORINO CAMILO,7004-1,RUA ADOLFO GORDO,S/N,BARRA FUNDA,TV ALAMEDA EDUARDO PRADO
173,-46.646314,-23.523556,355030809000034,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,BOM RETIRO,7005-0,RUA JARAGUA,S/N,BOM RETIRO,ESQ C/ NEVES DE CARVALHO
220,-46.648365,-23.589459,355030890000152,3550308005021,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,JOAQUIM TAVORA,7006-8,RUA FRANCA PINTO,S/N,VL MARIANA,PROXIMO INSTITUTO BIOLOGICO
704,-46.599954,-23.563326,355030853000039,3550308005018,54,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA,7007-6,RUA TABAJARAS,S/N,MOOCA,TV RUA ESEQUIEL RAMOS
847,-46.668607,-23.640975,355030815000065,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,CONJUNTO ASTOR,7008-4,RUA HELADE,300.000000,VL STA CATARINA,ALBUQUERQUE MUNIS E STA CATARI
638,-46.587699,-23.563934,355030801000107,3550308005039,01,AGUA RASA,25,MOOCA,Leste,Leste 1,VILA LESTE,7009-2,RUA VALENTIM MAGALHAES,S/N,VL LESTE,TV RUA DO ORATORIO
198,-46.587742,-23.543643,355030808000015,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,ITAMARACA,7010-6,RUA SERRA DE JAIRE,215.000000,ALTO DA MOOCA,PARALELA AV ALVARO RAMOS
410,-46.582884,-23.536823,355030808000046,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,IRMA CAROLINA,7011-4,RUA ENG REINALDO CAJADO,112.000000,BELENZINHO,TV RUA IRMA CAROLINA
799,-46.601669,-23.508278,355030886000007,3550308005031,88,VILA GUILHERME,7,V MARIA / VILA GUILHERME,Norte,Norte 2,VILA GUILHERME,7012-2,RUA MARIETA DA SILVA,454.000000,VL GUILHERME,TV RUA CHICO PONTES
38,-46.585221,-23.511905,355030889000062,3550308005034,91,VILA MARIA,7,V MARIA / VILA GUILHERME,Norte,Norte 2,VILA MARIA,7013-0,RUA ARARITAGUABA,24.000000,VL MARIA BAIXA,AV GUILHERME COTCHING
590,-46.584114,-23.588620,355030893000029,3550308005083,95,VILA PRUDENTE,29,VILA PRUDENTE / SAPOPEMBA,Leste,Leste 1,QUINTA DAS PAINEIRAS,7015-7,RUA SAO LUIS DO PARAITINGA,S/N,VL ZELINA,COM RUA POA
549,-46.655082,-23.637695,355030815000080,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,PARQUE JABAQUARA,7016-5,RUA BONIFACIO DE ABREU,520.000000,PQ JABAQUARA,PROXIMO AV PEDRO BUENO
484,-46.689097,-23.589291,355030835000035,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,IGUATEMI,7017-3,RUA SAO MARUM,S/N,ITAIM BIBI,AV HENRIQUE CHAMMA E JUSC KUBI
78,-46.691747,-23.556552,355030862000127,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,VILA MADALENA,7018-1,RUA MOURATO COELHO,1865.000000,VL MADALENA,TV RUA FRADIQUE COUTINHO
800,-46.690927,-23.536653,355030860000176,3550308005057,61,PERDIZES,8,LAPA,Oeste,Oeste,ALTO DE VILA POMPEIA,7019-0,RUA BARAO DO BANANAL C COARI,S/N,VL POMPEIA,PROXIMO HOSPITAL SAO CAMILO
712,-46.643305,-23.496549,355030870000147,3550308005065,71,SANTANA,5,SANTANA / TUCURUVI,Norte,Norte 2,IMIRIM,7020-3,RUA FRANCISCA BIRIBA,S/N,IMIRIM,TV AV IMIRIM
312,-46.612723,-23.496834,355030870000126,3550308005064,71,SANTANA,5,SANTANA / TUCURUVI,Norte,Norte 2,SANTANA,7021-1,RUA PEDRO RIBEIRO,288.000000,SANTANA,E RUA VIRI
494,-46.584659,-23.498070,355030889000135,3550308005033,91,VILA MARIA,7,V MARIA / VILA GUILHERME,Norte,Norte 2,VILA MEDEIROS,7022-0,RUA SANTA FE DO SUL,327.000000,VL MARIA,PRACA MARCELINO MACHADO
31,-46.600214,-23.604901,355030868000231,3550308005085,69,SACOMA,13,IPIRANGA,Sul,Sul 1,SACOMA,7023-8,RUA AMERICO SAMARONE,234.000000,SACOMA,TV RUA REGINO ARAGAO
50,-46.618610,-23.620242,355030827000004,3550308005044,27,CURSINO,13,IPIRANGA,Sul,Sul 1,VILA MORAES,7024-6,RUA DIVINOPOLIS C/ NSA DA SAUDE,45.000000,VL MORAES,TV AV CURSINO
412,-46.640864,-23.632682,355030838000238,3550308005093,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,VILA GUARANI,7025-4,AV DIEDERICHSEN,S/N,VL GUARANI,ESTACAO CONCEICAO DO METRO
158,-46.714057,-23.579896,355030812000059,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,CAXINGUI,7026-2,RUA LADISLAU ROMAN,1.000000,CAXINGUI,TUPINAMBA E HAROLDO GURGEL
818,-46.719745,-23.484734,355030863000026,3550308005114,64,PIRITUBA,2,PIRITUBA / JARAGUA,Norte,Norte 1,PIRITUBA,7028-9,RUA SANTA CRUZ DE LA SIERRA,307.000000,PIRITUBA,RUA LUIZ CARNEIRO 146
332,-46.575301,-23.560092,355030801000057,3550308005039,01,AGUA RASA,25,MOOCA,Leste,Leste 1,VILA BELEM,7029-7,RUA ADUTORA DO RIO CLARO,51.000000,AGUA RASA,VILA BELEM E VL PRUDENTE
581,-46.553550,-23.550907,355030820000088,3550308005077,20,CARRAO,26,ARICANDUVA I FORMOSA I CARRAO,Leste,Leste 1,SANTO ESTEVAO,7030-0,RUA AREIAO,32.000000,TATUAPE,RUA ANTONIO DE BARROS
707,-46.548048,-23.529406,355030859000117,3550308005071,60,PENHA,21,PENHA,Leste,Leste 1,VILA CAREZZI,7031-9,RUA GENERAL SOCRATES,425.000000,PENHA,RUA ARACATINS CIRILO ABREU
439,-46.533489,-23.519077,355030859000074,3550308005074,60,PENHA,21,PENHA,Leste,Leste 1,VILA SANTANA,7032-7,RUA ENEAS DE BARROS,1515.000000,VL SANTANA,AV AMADOR BUENO DA VEIGA
591,-46.525828,-23.538370,355030891000077,3550308005075,93,VILA MATILDE,21,PENHA,Leste,Leste 1,JOSE MASCARENHAS,7033-5,AV MELCHERT,45.000000,VL MATILDE,RUA DONA MATILDE
179,-46.665037,-23.474453,355030813000074,3550308005124,13,CACHOEIRINHA,4,CASA VERDE / CACHOEIRINHA,Norte,Norte 1,CACHOEIRINHA,7034-3,RUA JUARANA C/ DO CANAVIAL,360.000000,VL NOVA CACHOEIRINHA,TV AV IMIRIM
322,-46.692829,-23.488581,355030829000015,3550308005117,29,FREGUESIA DO O,3,FREGUESIA / BRASILANDIA,Norte,Norte 1,ITABERABA,7035-1,RUA DOS SITIANTES,S/N,LIMAO,TV AV ITABERABA ALTURA DO 1686
286,-46.621885,-23.459751,355030881000093,3550308005133,83,TREMEMBE,6,JACANA / TREMENBE,Norte,Norte 2,TREMEMBE,7036-0,RUA ALMEIDA MERCES,80.000000,TREMEMBE,TV AV MARIA A LOPES DE AZEVEDO
676,-46.504517,-23.529698,355030891000102,3550308005147,93,VILA MATILDE,21,PENHA,Leste,Leste 1,CIDADE PATRIARCA,7037-8,RUA CACHOEIRA PAULISTA,501.000000,CID PATRIARCA,RUA PORTO DA FOLHA
51,-46.465246,-23.554311,355030824000120,3550308005203,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,CIDADE LIDER,7038-6,RUA FRANCISCO MUNHOZ FILHO,278.000000,CID LIDER,PARALELA A AV LIDER
693,-46.539546,-23.535259,355030820000055,3550308005078,20,CARRAO,26,ARICANDUVA / FORMOSA / CARRAO,Leste,Leste 1,VILA ARICANDUVA,7039-4,RUA FRANCISCA DE PAULA,243.000000,VL CARRAO,TV RUA 19 DE JANEIRO
390,-46.610898,-23.600834,355030834000086,3550308005043,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,VILA NAIR,7040-8,RUA DONA LEOPOLDINA,1050.000000,VL NAIR,ULTIMA TRAVESSA DA AV.NAZARETH
835,-46.534211,-23.610522,355030872000153,3550308005159,74,SAO LUCAS,29,VILA PRUDENTE / SAPOPEMBA,Leste,Leste 1,VILA REUNIDAS,7041-6,AV MORAIS COSTA,250.000000,VL REUNIDAS,TV ES ORATORIO
224,-46.699076,-23.654251,355030871000059,3550308005173,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,IGUATINGA,7042-4,RUA ENG TOMAS WHATELY,234.000000,STO AMARO,PROF DELGADO E JACOMIM
443,-46.536097,-23.576832,355030885000058,3550308005079,87,VILA FORMOSA,26,ARICANDUVA I FORMOSA I CARRAO,Leste,Leste 1,PRACA MANOEL ARIZA,7043-2,AV ANTONIO MANOGRASSO,719.000000,VL FORMOSA,TV DA AV JOAO XXIII
76,-46.705763,-23.497803,355030829000051,3550308005116,29,FREGUESIA DO O,3,FREGUESIA / BRASILANDIA,Norte,Norte 1,VILA GONCALVES,7044-0,RUA DR JOSE DE QUEIROS MATOSO,770.000000,VILA GONCALVES,COM A RUA SETE BARRAS
821,-46.581641,-23.478704,355030892000032,3550308005067,94,VILA MEDEIROS,7,V MARIA / VILA GUILHERME,Norte,Norte 2,JARDIM BRASIL,7045-9,RUA PAULINO DE BRITO,246.000000,JD BRASIL,AV.JARDIM JAPAO
138,-46.588756,-23.470438,355030882000134,3550308005132,84,TUCURUVI,5,SANTANA / TUCURUVI,Norte,Norte 2,VILA CONSTANCIA,7046-7,RUA SEBASTIAO DE FREITAS,351.000000,VL CONSTANCA,AV.GUAPIRA ALT.1800
429,-46.566903,-23.515982,355030889000156,3550308005035,91,VILA MARIA,7,V MARIA / VILA GUILHERME,Norte,Norte 2,PARQUE NOVO MUNDO,7047-5,AL SUB TENENTE FRANCISCO HIERRO,S/N,PQ NOVO MUNDO,SEBASTIAO GARCIA
812,-46.645051,-23.610126,355030877000014,3550308005048,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,IRERE,7048-3,AV JOSE MARIA WITAKER,100.000000,VL CLEMENTINO,ENTRE SENA MADUREIRA
101,-46.686767,-23.713799,355030823000069,3550308005217,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM PRIMAVERA,7049-1,RUA FRANCISCO BARRETO,392.000000,JD PRIMAVERA,JARDIM PRIMAVERA
841,-46.473942,-23.534560,355030805000048,3550308005146,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,CIDADE A E CARVALHO,7050-5,RUA TALES DE MILETO,19.000000,CID A E CARVALHO,AV AGUIA DE HAIA
398,-46.591653,-23.601369,355030834000112,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,VILA CARIOCA,7051-3,RUA ALBINO DE MORAES,478.000000,VL CARIOCA,AV.JUNTAS PROVISORIAS
223,-46.434674,-23.528956,355030837000216,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,XV DE NOVEMBRO,7052-1,RUA IBIAJARA,177.000000,PARADA XV NOVEMBRO,FRENTE ES 15 DE NOVEMBRO
145,-46.413703,-23.504758,355030884000033,3550308005248,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM SILVA TELLES,7053-0,RUA CARAIPE DAS AGUAS,312.000000,JD DOS IPES,TRAV.AV.MARECHAL TITO
823,-46.598757,-23.489881,355030882000152,3550308005066,84,TUCURUVI,5,SANTANA / TUCURUVI,Norte,Norte 2,BORGES,7054-8,RUA CRUZ DE MALTA,S/N,RODRIGUES ALVES,RUA ELVIRA DE BORTOLE
492,-46.639153,-23.487216,355030870000107,3550308005065,71,SANTANA,5,SANTANA / TUCURUVI,Norte,Norte 2,LAUZANE PAULISTA,7055-6,RUA DONA MARIA CUSTODIA,S/N,LAUZANE PAULISTA,AV CAETANO ALVARES
684,-46.564210,-23.569990,355030801000037,3550308005041,01,AGUA RASA,25,MOOCA,Leste,Leste 1,VILA INVERNADA,7056-4,RUA DOM PEDRO I,595.000000,VL INVERNADA,TV RUA CAPITAO LORENA
874,-46.488354,-23.520160,355030864000031,3550308005143,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,BURGO PAULISTA,7057-2,RUA JOAO JOSE DE QUEIROZ,S/N,SAO FRANCISCO,ES VELHA MOGI DAS CRUZES 2632
350,-46.636858,-23.469798,355030851000019,3550308005130,51,MANDAQUI,5,SANTANA / TUCURUVI,Norte,Norte 2,SANTO ANTONIO,7058-0,PC SALVADOR TOLEZANO,S/N,LAUZANE PAULISTA,POLICARPO VIOTI E JOSE BOTELHO
652,-46.523537,-23.568445,355030804000022,3550308005153,04,ARICANDUVA,26,ARICANDUVA I FORMOSA I CARRAO,Leste,Leste 1,JARDIM VILA FORMOSA,7059-9,AV DOM AZEREDO COUTINHO,224.000000,JD VL FORMOSA,TV RUA CARNEIRO RIBEIRO
215,-46.704712,-23.469607,355030829000136,3550308005119,29,FREGUESIA DO O,3,FREGUESIA / BRASILANDIA,Norte,Norte 1,MORRO GRANDE,7060-2,RUA MARIA NAZARO DA SILVA,15.000000,VL BRASILANDIA,PRACA SANTA CLARA DE ASSIS
468,-46.721955,-23.470880,355030863000072,3550308005114,64,PIRITUBA,2,PIRITUBA / JARAGUA,Norte,Norte 1,VILA MIRANTE,7061-0,RUA POVOADO DO RIO NOVO,S/N,VL MIRANTE,TV AV MIGUEL DE CASTRO 1779
671,-46.664520,-23.544742,355030826000007,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,SUMARE MODERNA,7062-9,PC CHARLES MULLER,10.000000,PACAEMBU,ESTADIO MUN. P.M.CARVALHO
474,-46.745655,-23.484834,355030895000065,3550308005111,64,PIRITUBA,2,PIRITUBA / JARAGUA,Norte,Norte 1,JARDIM MONTE ALEGRE,7064-5,RUA JURUBIM,32.000000,PIRITUBA,AVENIDA MUTINGA
399,-46.744552,-23.499442,355030895000004,3550308005110,73,SAO DOMINGOS,2,PIRITUBA / JARAGUA,Norte,Norte 1,PRACA VISTA ALEGRE,7065-3,RUA JOSE ATALIBA ORTIZ,671.000000,VL MANGALOT,IGREJA DO MANGALOT
89,-46.468724,-23.627660,355030875000005,3550308005212,77,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,PARQUE SAO RAFAEL,7066-1,RUA JOAO DO CANTO E MELO,291.000000,PQ SAO RAFAEL,TV AV BARONEZA DE MURITIBA
377,-46.665807,-23.593977,355030832000010,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,REPUBLICA DO LIBANO,7067-0,RUA DIOGO JACOME,12.000000,IBIRAPUERA,PROXIMO AV REPUBLICA DO LIBANO
466,-46.452526,-23.512060,355030887000079,3550308005193,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,JARDIM SANTANA,7068-8,RUA FRUTO DO PARAISO,10.000000,JD SANTANA,PERTO DO SUPERMERCADO TRIGAO
333,-46.698724,-23.458158,355030811000212,3550308005122,11,BRASILANDIA,3,FREGUESIA / BRASILANDIA,Norte,Norte 1,MUNIZ BARRETO,7069-6,RUA HELCIO DA SILVA,S/N,VL BRASILANDIA,PROXIMO RUA SANTA TEREZINHA
472,-46.730052,-23.665203,355030846000201,3550308005225,45,JARDIM SAO LUIS,18,M BOI MIRIM,Sul,Sul 2,JARDIM VERGUEIRO,7070-0,RUA ANTONIO VAZ,49.000000,JD VERGUEIRO,TV ES GUARAPIRANGA
497,-46.741900,-23.600227,355030894000110,3550308005179,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,MARIO MOURA ANDRADE,7071-8,AV CLAUDIO FRANCHI,602.000000,BUTANTA,AV PROF FRANCISCO MORATO
567,-46.662352,-23.622778,355030815000059,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,PETROPOLIS,7072-6,RUA BELA VISTA,1319.000000,VL UNIAO,TV DR JOSE A BUSTAMANTE
858,-46.673476,-23.613068,355030815000095,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,PIRAQUARA,7073-4,RUA OTAVIO TARQUINIO DE SOUZA,228.000000,PIRAQUARA,GIL EANES E BARAO DO TRIUNFO
126,-46.677873,-23.685903,355030816000156,3550308005170,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,SABARA,7074-2,RUA JOAQUIM NEVES MONTEIRO,325.000000,STO AMARO,TV AV NOSSA SENHORA DO SABARA
176,-46.708538,-23.740969,355030823000190,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,SAO JOSE,7075-0,AV CARLOS OBHERUBER,,STO AMARO,ESTRADA DO PARALHEIROS
705,-46.741002,-23.642480,355030846000286,3550308005228,45,JARDIM SAO LUIS,18,M BOI MIRIM,Sul,Sul 2,VILA DAS BELEZAS,7076-9,RUA BERNARDINO ESTAZIONE,228.000000,VL DAS BELEZAS,TV ES DE ITAPECERICA DA SERRA
747,-46.705137,-23.683930,355030879000015,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,VILA FRIBURGO,7077-7,AV BERNA,10.000000,VL FRIBURGO,N. 1234 ES DO RIO BONITO
873,-46.776390,-23.575300,355030867000252,3550308005182,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,AURIFLAMA,7078-5,RUA DR VIRGILIO ALVIN FRANCO,250.000000,JD D ABRIL,RV RAPOSO TAVARES KM 16
417,-46.605096,-23.638870,355030868000112,3550308005305,69,SACOMA,13,IPIRANGA,Sul,Sul 1,JARDIM BOTUCATU,7079-3,RUA DR EUGENIO EGAS,518.000000,JD CLIMAX,PRACA EDUARDO COSTA MANSO
167,-46.684311,-23.755359,355030830000016,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,CONJ.RES.BRIG.FARIA LIMA,7081-5,RUA SAO CAETANO DO SUL,,GRAJAU,CONJ RES FARIA LIMA
308,-46.747166,-23.563007,355030867000178,3550308005184,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,VILA BUTANTA,7082-3,RUA JOSE ALVES DA CUNHA LIMA,283.000000,RIO PEQUENO,TV AV CORIFEU DE A MARQUES
641,-46.452055,-23.597676,355030833000024,3550308005274,32,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,PARQUE BOA ESPERANCA,7083-1,RUA DIOGO GARCIA,4.000000,JD PLANALTO,RUA ANTONIO A FERREIRA E F M P
95,-46.379352,-23.494349,355030836000165,3550308005251,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM DAS OLIVEIRAS,7084-0,RUA MONSENHOR SALIM,S/N,JD DAS OLIVEIRAS,PT FINAL ON JD OLIVEIRAS
815,-46.782850,-23.641812,355030817000245,3550308005236,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JARDIM MARIA SAMPAIO,7085-8,RUA ANTONIO VIEGAS DE ATAIDE,196.000000,JD MARIA SAMPAIO,TV RUA MAL JOAO CARLOS BARRETO
339,-46.449540,-23.534174,355030837000003,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,VILA MASTROCOLA,7087-4,RUA PROF BRITO MACHADO,12.000000,VL MASTROCOLA,VILA MASTROCOLA
709,-46.528203,-23.580636,355030885000104,3550308005079,87,VILA FORMOSA,26,ARICANDUVA I FORMOSA I CARRAO,Leste,Leste 1,VILA CRUZEIRO,7088-2,RUA MARIA FRANCISCA DO NASCIMENTO,782.000000,VL CRUZEIRO,TV ES BARREIRA GRANDE
184,-46.556512,-23.532845,355030880000059,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,CHACARA MARANHAO,7089-0,RUA ADELINO DE ALMEIDA CASTILHO,253.000000,TATUAPE,MANOEL AVILA E ARIANA
401,-46.515596,-23.600090,355030876000026,3550308005156,76,SAPOPEMBA,32,SAPOPEMBA,Leste,Leste 1,JARDIM GRIMALDI,7090-4,RUA JOSE JOAQUIM,11.000000,JD GRIMALDI,PROXIMO LARGO DO JD GRIMALDI
537,-46.603829,-23.632358,355030868000027,3550308005305,69,SACOMA,13,IPIRANGA,Sul,Sul 1,JARDIM TROPICAL,7091-2,RUA ENG JOSE BUENO BICALHO,S/N,JD TROPICAL,IGREJA N.S.DOS MERCES
743,-46.643739,-23.471832,355030851000051,3550308005128,51,MANDAQUI,5,SANTANA / TUCURUVI,Norte,Norte 2,HERISON,7092-0,RUA HERISON,330.000000,LAUZANE PAULISTA,TV AV PAR PINTO LAUZ PAULISTA
467,-46.460663,-23.496646,355030887000192,3550308005194,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,PARQUE CRUZEIRO DO SUL,7098-0,RUA ANTONIO DE SIQUEIRA,S/N,PQ CRUZEIRO DO SUL,PERTO E.M.P.G.PRES.E.PESSOA
172,-46.443118,-23.632719,355030875000112,3550308005278,77,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JARDIM SANTO ANDRE,7100-5,RUA DUARTE TEIXEIRA CHAVES,146.000000,JD STO ANDRE,TV RUA FERREIRA DE MELO
665,-46.724847,-23.495238,355030863000031,3550308005310,64,PIRITUBA,2,PIRITUBA / JARAGUA,Norte,Norte 1,JARDIM DA FELICIDADE,7102-1,RUA LAUDELINO VIEIRA DE CAMPOS,237.000000,JD DA FELICIDADE,AV RAIMUNDO P MAGALHAES
762,-46.418063,-23.528390,355030896000070,3550308005257,47,LAJEADO,28,GUAIANASES,Leste,Leste 2,JARDIM CELIA,7103-0,RUA JOAQUIM MIGUEL DUTRA,S/N,JD CELIA,TV ESTRADA DO LAGEADO 5600
305,-46.758075,-23.580885,355030867000088,3550308005182,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,JARDIM ANTONIA,7104-8,RUA DR PAULO RIBEIRO COELHO,S/N,JD ANTONIA,R MARIA R BALBINO/OTAVIO PROSA
415,-46.485258,-23.544924,355030805000055,3550308005148,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,PADRE MANOEL DA NOBREGA,7106-4,RUA PDE FRANCISCO DE TOLEDO,33.000000,ITAQUERA COHAB I,INICIO AV LIDER COHAB ITAQUERA
546,-46.677276,-23.658801,355030822000231,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JARDIM MARAJOARA,7107-2,RUA JUCA DE AZEVEDO,5.000000,JD MARAJOARA,JOSE NEVES E EDUARDO AMIGO
654,-46.493379,-23.609926,355030876000171,3550308005209,76,SAPOPEMBA,32,SAPOPEMBA,Leste,Leste 1,FAZENDA DA JUTA,7108-0,RUA VICTORIA MARCONATO ZONTA,46.000000,JD SAPOPEMBA,TV AV SAPOPEMBA ALTURA 12000
596,-46.748454,-23.453326,355030842000023,3550308005185,41,JARAGUA,2,PIRITUBA / JARAGUA,Norte,Norte 1,CIDADE D ABRIL,7109-9,RUA MAURO ARAUJO RIBEIRO,431.000000,CID D ABRIL,PROXIMO VIADUTO JARAGUA
502,-46.675947,-23.500451,355030850000051,3550308005061,50,LIMAO,4,CASA VERDE / CACHOEIRINHA,Norte,Norte 1,VILA SIQUEIRA,7110-2,RUA SALVADOR LIGABUE,,VL SIQUEIRA,JOSE KILEBBER E AFONSO SALZANO
780,-46.762891,-23.677707,355030843000195,3550308005226,42,JARDIM ANGELA,18,M BOI MIRIM,Sul,Sul 2,JARDIM IMBE,7111-0,RUA ERASMUS GRASSER,,JD IMBE,TV AV M BOI MIRIM
696,-46.544441,-23.589838,355030872000001,3550308005158,74,SAO LUCAS,29,VILA PRUDENTE / SAPOPEMBA,Leste,Leste 1,VILA PAULO SILAS,7113-7,RUA ANTONIO FONTOURA XAVIER,S/N,VL PAULO SILAS,VILA PAULO SILAS   VL PRUDENTE
434,-46.700516,-23.756251,355030830000401,3550308005285,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM PETRONITA,7114-5,RUA DR ANTONIO SIMOES DE CARVALHO,S/N,JD SAO BERNARDO,MERCEARIA FERNANDES
854,-46.436593,-23.540309,355030847000080,3550308005261,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,CONJ RESIDENCIAL DE ITAQUERA,7115-3,RUA LAURA BOSSI C ALFREDO RICCI,38.000000,ITAQUERA COHAB II,ARMANDO JAMAR E SILVIO BARBINI
518,-46.513553,-23.510331,355030818000050,3550308005137,18,CANGAIBA,21,PENHA,Leste,Leste 1,IMPERIAL,7116-1,AV GENTIL BRAGA,S/N,VL BUENOS AYRES,TV AV BUENOS AYRES
767,-46.506439,-23.588018,355030804000111,3550308005151,04,ARICANDUVA,26,ARICANDUVA I FORMOSA I CARRAO,Leste,Leste 1,COHAB BARREIRA GRANDE,7118-8,AV RUFINO FERNANDES INIVARRI,S/N,BARREIRA GRANDE,COHAB INOCOOP
