ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME,REGISTRO,ENDERECO,NUMERO,BAIRRO,REFERENCIA
77,-46.641504,-23.674510,355030822000304,3550308005166,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JARDIM VILAS BOAS,7122-6,RUA LUIS STOLB,S/N,JD VILAS BOAS,COM A RUA GOMES DE AMORIM
587,-46.719405,-23.614833,355030883000014,3550308005175,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,PARAIZOPOLIS,7123-4,RUA HERBERT SPENCER,166.000000,PARAIZOPOLIS,PROX AV GIOVANI GRONCHI
855,-46.684861,-23.468659,355030811000229,3550308005123,11,BRASILANDIA,3,FREGUESIA / BRASILANDIA,Norte,Norte 1,JARDIM ANA MARIA,7125-0,RUA JAIRO PINTO ARAUJO,S/N,JD ANA MARIA,CORREGO AGUA DAS PEDRAS
29,-46.630343,-23.609246,355030877000047,3550308005047,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,PRACA DA ARVORE,7126-9,RUA GUIRATINGA,S/N,CHAC INGLESA,AV ITABORAI
876,-46.383431,-23.509596,355030836000032,3550308005254,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM NELIA,7127-7,RUA ANASTACIO TRANCOSO,S/N,JD NELIA,
744,-46.488483,-23.489371,355030828000069,3550308005139,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,JARDIM VERONIA,7128-5,RUA ANTONIO LEITE PENTEADO,S/N,JD VERONIA,AV WENCESLAU GUIMARAES
157,-46.694578,-23.732120,355030823000041,3550308005219,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,PARQUE DAS ARVORES,7132-3,AV DO ARVOREIRO,S/N,CAPELA DO SOCORRO,CONJ HAB PARQUE DAS ARVORES
180,-46.503671,-23.606369,355030876000046,3550308005157,76,SAPOPEMBA,32,SAPOPEMBA,Leste,Leste 1,COHAB SAPOPEMBA I,7133-1,RUA FELICI TOSI,,SAPOPEMBA,CONJUNTO DA COHAB
515,-46.767564,-23.642563,355030817000037,3550308005237,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JARDIM UMUARAMA,7134-0,RUA ODEMIS,S/N,JD UMUARAMA,
660,-46.667949,-23.744959,355030830000233,3550308005279,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,PQ RES. COCAIA INDEPENDENTE,7135-8,AV VER JOSE GOMES MORAES NETO,S/N,PQ RESIDENCIAL,ES CANAL COCAIA E FELINTO MIL.
373,-46.401978,-23.581895,355030825000079,3550308005271,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CASTRO ALVES,7137-4,RUA CORACAO DE MACA,S/N,TIRADENTES COHAB,CJ HABITACIONAL CASTRO ALVES
175,-46.725693,-23.429587,355030842000087,3550308005309,41,JARAGUA,2,PIRITUBA / JARAGUA,Norte,Norte 1,JARDIM MARILU,7139-0,RUA MAXIMO BARBOSA,S/N,JD MARILU,
666,-46.645016,-23.610181,355030877000014,3550308005048,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,PLANALTO PAULISTA II,7143-9,AV JOSE MARIA WITAKER,S/N,PLANALTO PAULISTA,AL.GUATAS E AV AFONSO M.FAGUND
153,-46.688083,-23.702496,355030823000180,3550308005217,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM SATELITE,7144-7,RUA CLAUDIO SERGIO BERE,S/N,JD SATELITE,FELICIANO CORREIA E HERBERT F
54,-46.484094,-23.527009,355030805000066,3550308005146,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,PRACA SANTA QUITERIA,7146-3,RUA JOSE ALOYSIO BRANDAO VILELA,S/N,JD NORDESTE,JOSE ALOISIO BRANDAO VILELA
435,-46.636088,-23.561486,355030849000060,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,LIBERDADE,7147-1,RUA TAGUA,S/N,LIBERDADE,
273,-46.650524,-23.569527,355030890000214,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,BRIGADEIRO,7148-0,RUA CHRIS TRONBJERG,,PARAISO,
884,-46.783033,-23.601553,355030865000040,3550308005238,65,RAPOSO TAVARES,10,BUTANTA,OESTE,OESTE,COHAB-Educandßrio,7150-1,,S/N,COHAB-Educandßrio,
633,-46.620179,-23.548117,355030810000012,3550308005005,10,BRAS,25,MOOCA,Leste,Leste 1,BRAS MODERNA,7153-6,RUA TORQUATO NETO,S/N,BRAS,RUAS PIRATININGA/CAETANO PINTO
208,-46.717477,-23.459243,355030863000161,3550308005114,64,PIRITUBA,2,PIRITUBA / JARAGUA,Norte,Norte 1,JARDIM N SRA APARECIDA,7157-9,RUA LARANJEIRAS DO SUL,S/N,PIRITUBA,
420,-46.689594,-23.772491,355030830000039,3550308005282,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM ALMEIDA PRADO,7158-7,RUA MARCO AURELIO MARILAN,,JD ALMEIDA PRADO,
177,-46.431779,-23.490573,355030844000134,3550308005244,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,CHACARA TRES MENINAS,7159-5,AV PEDROSO DA SILVA,S/N,CHAC TRES MENINAS,
280,-46.395424,-23.553661,355030831000068,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,VILA SAO GERALDO,7161-7,RUA CAMARGO LEME,S/N,VL SAO GERALDO,ENTRE TAJAPURU E ES DE POA
71,-46.652476,-23.561004,355030807000079,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,PAMPLONA,7162-5,AL RIO CLARO,S/N,CERQUEIRA CEZAR,
545,-46.710284,-23.485098,355030863000128,3550308005115,64,PIRITUBA,2,PIRITUBA / JARAGUA,Norte,Norte 1,FEIRAO ESPECIAL DE PIRITUBA,7170-6,PC MONSENHOR ESCRIVA,S/N,JD SAO JOSE,
357,-46.500590,-23.573844,355030824000080,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,JD.SANTA TEREZINHA,7171-4,RUA CAMPO DE VINHA,S/N,JD STA TEREZINHA,
18,-46.488793,-23.507331,355030864000076,3550308005141,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,VILA PONTE RASA,7173-0,RUA AGENOR DE BARROS,S/N,VL PONTE RASA,AV SAO MIGUEL E SIMPLICIO  SA
761,-46.711823,-23.573776,355030812000113,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,JARDIM RAPOSO TAVARES,7184-6,AV CAXINGUI,S/N,JD RAPOSO TAVARES,VITAL BRASIL E RAPOSO TAVARES
714,-46.411712,-23.588887,355030825000276,3550308005273,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,COHAB SANTA ETELVINA IIA,7192-7,AV NASCER DO SOL,S/N,STA ETELVINA COHAB,
576,-46.577101,-23.439324,355030881000176,3550308005191,83,TREMEMBE,6,JACANA / TREMENBE,Norte,Norte 2,JARDIM FONTALIS,7196-0,RUA MANOEL PEREIRA ROSA,,JD FONTALIS,
869,-46.399817,-23.591603,355030825000125,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CIDADE TIRADENTES,7198-6,RUA CRISTIANO LOBE,,CID TIRADENTES COHAB,RUAS 24-G E 28-G
725,-46.733999,-23.444169,355030842000010,3550308005187,41,JARAGUA,2,PIRITUBA / JARAGUA,Norte,Norte 1,COHAB PAULISTANO,7200-1,RUA VALE DO SOL,S/N,PARADA DE TAIPAS,CJ HAB PAULISTANO
469,-46.794063,-23.442280,355030803000054,3550308005307,03,ANHANGUERA,1,PERUS,Norte,Norte 1,JARDIM JARAGUA,7203-6,RUA PRESIDENTE FELIX PAIVA,S/N,JD JARAGUA,K 22 5 VIA ANCHIETA
554,-46.496191,-23.494295,355030828000123,3550308005140,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,JARDIM PENHA,7208-7,RUA DO ACAPUZAL,S/N,VL CISPER,AV OLAVO EGIDIO DE SOUZA ARANH
139,-46.432217,-23.604280,355030833000058,3550308005275,32,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,JARDIM DAS LARANJEIRAS,7209-5,RUA MARIA GARCIA BETIM,S/N,JD DAS LARANJEIRAS,
5,-46.485047,-23.568677,355030824000048,3550308005152,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,PARQUE SAVOY CITY,7210-9,RUA DR CELSO PACHECO BETIM,S/N,PQ SAVOY CITY,
231,-46.535308,-23.501384,355030818000096,3550308005072,18,CANGAIBA,21,PENHA,Leste,Leste 1,JARDIM PIRATININGA,7214-1,RUA ADELINA LINHARES,S/N,JD PIRATININGA,
156,-46.764469,-23.562600,355030867000039,3550308005184,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,JARDIM ADALGIZA,7215-0,AV GUSTAVO BERTHIER,S/N,VL DALVA,
34,-46.444566,-23.519130,355030837000160,3550308005200,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,VILA VERDE,7217-6,RUA BARAO DE GODOFREDO,S/N,VL VERDE,
734,-46.472394,-23.505056,355030887000131,3550308005195,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,VILA MONTE SANTO,7218-4,RUA QUILOMBO DO AMBROSIO,,VL MONTE SANTO,
275,-46.611176,-23.652174,355030868000180,3550308005089,69,SACOMA,13,IPIRANGA,Sul,Sul 1,SAO SAVERIO,7219-2,RUA CANCAO DO EXILIO,S/N,SACOMA,
689,-46.395845,-23.507292,355030836000100,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,CONJUNTO CDHU CAMARGO VELHO,7220-6,RUA DA CONQUISTA-G,S/N,CDHU CAMARGO VELHO,
8,-46.426388,-23.523137,355030896000157,3550308005257,47,LAJEADO,28,GUAIANASES,Leste,Leste 2,LAJEADO,7222-2,RUA JOSE MARTINS DOS SANTOS,,LAJEADO,
737,-46.749650,-23.413083,355030861000057,3550308005243,62,SACOMA,1,IPIRANGA,Norte,Norte 1,VILA HELIOPOLIS,7224-9,RUA EMBU DE HELIOPOLIS,S/N,HELIOPOLIS,COMUN HELIOPOLIS
604,-46.600175,-23.637065,355030861000056,3550308005243,61,PERUS,01,PERUS,Sul,Sul 1,RECANTO DOS HUMILDES,7225-7,RUA RECANTO DOS HUMILDES,S/N,RECANTO DOS HUMILDES,
433,-46.406049,-23.592901,355030868000024,3550308005305,68,SACOMA,13,IPIRANGA,Sul,Sul 1,JARDIM MARIA ESTELA,7230-3,PC PROF JAIME POGGI,,JARDIM MARIA ESTELA,
885,-46.398764,-23.600843,355030825000220,3550308005272,25,CID TIRADENTES,31,CID TIRADENTES,Leste,Leste 2,Metalurgicos,7232-0,RUA IPE ROXO,,Cidade Tiradentes,
436,-46.708576,-23.857694,355030855000080,3550308005302,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,VILA VARGEM GRANDE I,7233-8,RUA IRMAO DEODORO,,VILA VARGEM GRANDE,
248,-46.419040,-23.544484,355030831000080,3550308005265,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,VILA PRINCESA ISABEL,7235-4,RUA PROF HASEGAWA,,VILA PRINCESA ISABEL,
541,-46.426152,-23.563086,355030847000126,3550308005267,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,CONJUNTO HAB FAZENDA DO CARMO,7238-9,RUA DR OLIVIO MONTENEGRO,,GUAIANAZES,RUA SUGAO SUZUKI
690,-46.458015,-23.534401,355030837000023,3550308005198,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,JARDIM ITAPEMIRIM,7239-7,RUA CALDAS NOVAS,,JARDIM ITAPEMIRIM,
47,-46.757158,-23.474345,355030895000116,3550308005111,73,SAO DOMINGOS,2,PIRITUBA / JARAGUA,Norte,Norte 1,VILA NOVA ESPERANCA,7240-0,RUA CARDOSO MOREIRA,,VILA NOVA ESPERANCA,
816,-46.759126,-23.628485,355030817000057,3550308005234,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JARDIM OLINDA,7241-9,RUA MARTA MARIA BERNARDES,,JARDIM OLINDA,RUA JOAO FRANCO LEITE
639,-46.703773,-23.762251,355030830000087,3550308005285,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,VILA NATAL,7242-7,RUA CANTAREIRA,,VILA NATAL,
30,-46.629912,-23.540256,355030878000009,3550308005001,80,SE,9,SE,Centro,Centro,MERCADO CENTRAL ORGANICO,7244-3,RUA ALEXANDRE SILVA,,CENTRO,CALCADA MERCADO CENTRAL
85,-46.707985,-23.441680,355030811000204,3550308005122,11,BRASILANDIA,3,FREGUESIA / BRASILANDIA,Norte,Norte 1,JARDIM BRASILIA,7246-0,RUA UIRAPURU DO SERTAO,,JARDIM BRASILIA,
775,-46.722403,-23.769116,355030855000013,3550308005299,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,BALNEARIO SAO JOSE,7248-6,RUA MOURAO VIEIRA,,PARELHEIROS,
55,-46.663885,-23.508830,355030821000087,3550308005030,21,CASA VERDE,4,CASA VERDE / CACHOEIRINHA,Norte,Norte 1,PARQUE SOUZA ARANHA,7252-4,RUA CACHOEIRA DE MINAS,,PARQUE SOUZA ARANHA,RUA REIMS
161,-46.479641,-23.618839,355030873000156,3550308005206,75,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,JARDIM SANTA ADELIA,7256-7,RUA ANDRE LENS,S/N,SAO MATEUS,
886,-46.563926,-23.535642,355030880000010,3550308005036,80,TATUAPE,25,MOOCA,LESTE,LESTE 1,Metro CarrÒo,7261-3,RUA LAGOA FEIA,10.000000,Vila Zilda,
70,-46.762043,-23.665191,355030819000092,3550308005231,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,CDHU JARDIM SAO LUIZ-A,7263-0,PQ BURLE MARX,,JARDIM SAO LUIZ,CDHU JARDIM SAO LUIZ-A
669,-46.455091,-23.554710,355030857000019,3550308005205,58,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,VILA CARMOSINA,7265-6,RUA RODOLFO ALBINO SILVA,,VILA CARMOSINA,
166,-46.719018,-23.631448,355030883000001,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,BURLE MARX,7267-2,AV AFONSO PENTEADO,33.000000,VILA ANDRADE,AV DONA HELENA P DE MORAES 200
478,-46.424237,-23.548160,355030831000170,3550308005265,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,RODOLFO ALBINO SILVA,7268-0,AV MATEO BEI,55.000000,GUAINAZES,FAVELA SAO JOSE E PQ CENTRAL
249,-46.472402,-23.571593,355030873000090,3550308005206,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,FEIRA DA AGRICULTURA LIMPA,7269-9,PC EISENHOWER,3164.000000,PQ DO CARMO,AV CLAUDIO AUGUSTO FERNANDES
863,-46.477739,-23.607933,355030873000048,3550308005206,75,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,FEIRA DA ECONOMIA SOLIDARIA,7270-2,RUA ANTONIO NETO CALDEIRA,,SAO MATEUS,RUA DOUTOR EDMUR WHITAKER
188,-46.654711,-23.581724,355030832000036,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,PARQUE IBIRAPUERA,7271-0,RUA DAVID D FERREIRA,,FAZENDA JUTA,ABASTPROX PARQUE IBIRAPUERA
534,-46.517660,-23.573441,355030804000003,3550308005151,04,ARICANDUVA,26,ARICANDUVA I FORMOSA I CARRAO,Leste,Leste 1,AGUIAR DA BEIRA,7272-9,AV UTARO KANAI C/ FESTA CHINESA,,VILA ANTONIETA,
276,-46.399601,-23.565834,355030831000111,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,CONJUNTO JK,7380-6,RUA DOM ROMEU ALBERTI,,JARDIM SAO PAULO,CONJUNTO HABITACIONAL JK
719,-46.700186,-23.518062,355030848000030,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,CENTRAL PARK LAPA,7390-3,RUA JOSE RODRIGUES MACIEL,,LAPA DE BAIXO,RUA WILLIAN SPEERS
218,-46.749714,-23.662953,355030846000317,3550308005224,45,JARDIM SAO LUIS,18,M BOI MIRIM,Sul,Sul 2,SAO LUIS,7400-4,RUA SANTO ANTONIO DE CATEGERO,,SAO LUIS,CENTRO EMPRESARIAL SANTO AMARO
